"","Province_State","Week","MMWRyear","MMWRweek","MMWRday","Population_Estimate","Doses_yf","Total_Additional_Doses_yf","People_At_Least_One_Dose_yf","People_Fully_Vaccinated_yf","Doses_yf_Daily","Total_Additional_Doses_yf_Daily","People_At_Least_One_Dose_yf_Daily","People_Fully_Vaccinated_yf_Daily","Doses_yf_Daily_Percent","Total_Additional_Doses_yf_Daily_Percent","People_At_Least_One_Dose_yf_Daily_Percent","People_Fully_Vaccinated_yf_Daily_Percent"
"1","United States",2020-12-13,2020,25,1,331526933,254142,0,0,0,254142,0,0,0,0,0,0,0
"2","United States",2020-12-20,2020,26,1,331526933,2033936,0,0,0,1779794,0,0,0,1,0,0,0
"3","United States",2020-12-27,2020,27,1,331526933,4172658,0,0,0,2138722,0,0,0,1,0,0,0
"4","United States",2021-01-03,2020,27,1,332048977,7426145,0,0,0,3253487,0,0,0,1,0,0,0
"5","United States",2021-01-10,2020,28,1,332048977,12917607,0,0,0,5491462,0,0,0,2,0,0,0
"6","United States",2021-01-17,2020,29,1,332048977,19107959,0,0,0,6190352,0,0,0,2,0,0,0
"7","United States",2021-01-24,2020,30,1,332048977,27884661,0,0,0,8776702,0,0,0,3,0,0,0
"8","United States",2021-01-31,2020,31,1,332048977,36819212,0,0,0,8934551,0,0,0,3,0,0,0
"9","United States",2021-02-07,2020,32,1,332048977,48410558,0,0,0,11591346,0,0,0,3,0,0,0
"10","United States",2021-02-14,2020,33,1,332048977,59585043,0,41977401,0,11174485,0,41977401,0,3,0,13,0
"11","United States",2021-02-21,2020,34,1,332048977,70454064,0,47184199,0,10869021,0,5206798,0,3,0,2,0
"12","United States",2021-02-28,2020,35,1,332048977,85008094,0,55547697,28709428,14554030,0,8363498,28709428,4,0,3,9
"13","United States",2021-03-07,2020,36,1,332048977,101128005,0,65965305,35000159,16119911,0,10417608,6290731,5,0,3,2
"14","United States",2021-03-14,2020,37,1,332048977,118313818,0,77230061,41934629,17185813,0,11264756,6934470,5,0,3,2
"15","United States",2021-03-21,2020,38,1,332048977,136684688,0,89559225,48695172,18370870,0,12329164,6760543,6,0,4,2
"16","United States",2021-03-28,2020,39,1,332048977,157606463,0,101804762,57984785,20921775,0,12245537,9289613,6,0,4,3
"17","United States",2021-04-04,2020,40,1,332048977,178837781,0,114436039,68202458,21231318,0,12631277,10217673,6,0,4,3
"18","United States",2021-04-11,2020,41,1,332048977,202282923,0,127743096,80609818,23445142,0,13307057,12407360,7,0,4,4
"19","United States",2021-04-18,2020,42,1,332048977,222322230,0,137234889,91175995,20039307,0,9491793,10566177,6,0,3,3
"20","United States",2021-04-25,2020,43,1,332048977,240159677,0,144894586,101407318,17837447,0,7659697,10231323,5,0,2,3
"21","United States",2021-05-02,2020,44,1,332048977,254779333,0,150416559,110874920,14619656,0,5521973,9467602,4,0,2,3
"22","United States",2021-05-09,2020,45,1,332048977,268438666,0,155251852,120258637,13659333,0,4835293,9383717,4,0,1,3
"23","United States",2021-05-16,2020,46,1,332048977,281595351,0,161278336,127778250,13156685,0,6026484,7519613,4,0,2,2
"24","United States",2021-05-23,2020,47,1,332048977,292099778,0,166388129,133532544,10504427,0,5109793,5754294,3,0,2,2
"25","United States",2021-05-30,2020,48,1,332048977,299120522,0,169735441,137455367,7020744,0,3347312,3922823,2,0,1,1
"26","United States",2021-06-06,2020,49,1,332048977,306509795,0,172758350,142095530,7389273,0,3022909,4640163,2,0,1,1
"27","United States",2021-06-13,2020,50,1,332048977,316048776,0,176290249,148459003,9538981,0,3531899,6363473,3,0,1,2
"28","United States",2021-06-20,2020,51,1,332048977,321199379,0,178491147,151615554,5150603,0,2200898,3156551,2,0,1,1
"29","United States",2021-06-27,2020,52,1,332048977,328809470,0,181650678,156255896,7610091,0,3159531,4640342,2,0,1,1
"30","United States",2021-07-04,2021,1,1,332048977,332966409,0,183542871,158629431,4156939,0,1892193,2373535,1,0,1,1
"31","United States",2021-07-11,2021,2,1,332048977,336604158,0,185424899,160686378,3637749,0,1882028,2056947,1,0,1,1
"32","United States",2021-07-18,2021,3,1,332048977,340363922,0,187579557,162435276,3759764,0,2154658,1748898,1,0,1,1
"33","United States",2021-07-25,2021,4,1,332048977,344928514,0,190509183,164184080,4564592,0,2929626,1748804,1,0,1,1
"34","United States",2021-08-01,2021,5,1,332048977,349787479,0,193764457,165918256,4858965,0,3255274,1734176,1,0,1,1
"35","United States",2021-08-08,2021,6,1,332048977,354777950,0,197081471,167699170,4990471,0,3317014,1780914,2,0,1,1
"36","United States",2021-08-15,2021,7,1,332048977,360634287,0,200421787,169998983,5856337,0,3340316,2299813,2,0,1,1
"37","United States",2021-08-22,2021,8,1,332048977,366838484,732229,203475192,172646952,6204197,732229,3053405,2647969,2,0,1,1
"38","United States",2021-08-29,2021,9,1,332048977,373516809,1245003,206461869,175538025,6678325,512774,2986677,2891073,2,0,1,1
"39","United States",2021-09-05,2021,10,1,332048977,378569717,1641393,208704230,177899458,5052908,396390,2242361,2361433,2,0,1,1
"40","United States",2021-09-12,2021,11,1,332048977,383994877,2043976,211097597,180572171,5425160,402583,2393367,2672713,2,0,1,1
"41","United States",2021-09-19,2021,12,1,332048977,388567109,2443106,212861380,182958696,4572232,399130,1763783,2386525,1,0,1,1
"42","United States",2021-09-26,2021,13,1,332048977,393756866,4363791,214597690,184852416,5189757,1920685,1736310,1893720,2,1,1,1
"43","United States",2021-10-03,2021,14,1,332048977,400669422,7284455,216573911,186917921,6912556,2920664,1976221,2065505,2,1,1,1
"44","United States",2021-10-10,2021,15,1,332048977,406570875,9723131,218318056,188655196,5901453,2438676,1744145,1737275,2,1,1,1
"45","United States",2021-10-17,2021,16,1,332048977,411963025,12037101,219900525,190179553,5392150,2313970,1582469,1524357,2,1,0,0
"46","United States",2021-10-24,2021,17,1,332048977,419020753,16682269,221104708,191997869,7057728,4645168,1204183,1818316,2,1,0,1
"47","United States",2021-10-31,2021,18,1,332048977,428006540,22271357,222902939,193425862,8985787,5589088,1798230,1427993,3,2,1,0
"48","United States",2021-11-07,2021,19,1,332048977,437352000,27660515,225606197,194747839,9345460,5389158,2703258,1321977,3,2,1,0
"49","United States",2021-11-14,2021,20,1,332048977,448155906,33454832,229291004,195920566,10803906,5794317,3684807,1172727,3,2,1,0
"50","United States",2021-11-21,2021,21,1,332048977,454447737,37499004,231367686,196187645,6291831,4044172,2076682,267079,2,1,1,0
"51","United States",2021-11-28,2021,22,1,332048977,466348132,44035293,234743864,198211641,11900395,6536289,3376178,2023995,4,2,1,1
"52","United States",2021-12-05,2021,23,1,332048977,480567772,51749171,238143066,201279582,14219640,7713878,3399202,3067941,4,2,1,1
"53","United States",2021-12-12,2021,24,1,332048977,491892649,58185916,240775382,203479206,11324877,6436745,2632316,2199624,3,2,1,1
"54","United States",2021-12-19,2021,25,1,332048977,501888667,65462710,241974358,204966561,9996018,7276794,1198976,1487355,3,2,0,0
"55","United States",2021-12-26,2021,26,1,332048977,509307789,69756552,243984454,206059564,7419122,4293842,2010096,1093003,2,1,1,0
"56","United States",2022-01-02,2021,27,1,333271411,516597039,73814228,246050320,207229983,7289250,4057676,2065866,1170419,2,1,1,0
"57","United States",2022-01-09,2021,28,1,333271411,525604449,78961755,248338448,208791862,9007410,5147527,2288128,1561879,3,2,1,0
"58","United States",2022-01-16,2021,29,1,333271411,532850229,83012754,250262153,210021766,7245780,4050999,1923705,1229904,2,1,1,0
"59","United States",2022-01-23,2021,30,1,333271411,537238853,86955357,250331618,211343818,4388624,3942603,69465,1322052,1,1,0,0
"60","United States",2022-01-30,2021,31,1,333271411,541999800,89288662,250731754,212481465,4760947,2333305,400135,1137647,1,1,0,0
"61","United States",2022-02-06,2021,32,1,333271411,545981537,91109196,251755851,213563173,3981737,1820534,1024097,1081708,1,1,0,0
"62","United States",2022-02-13,2021,33,1,333271411,549419374,92589369,252650507,214602856,3437837,1480173,894656,1039683,1,0,0,0
"63","United States",2022-02-20,2021,34,1,333271411,552025069,93811640,253270141,215318037,2605695,1222271,619634,715181,1,0,0,0
"64","United States",2022-02-27,2021,35,1,333271411,554532208,94941167,253904022,215987252,2507139,1129527,633881,669215,1,0,0,0
"65","United States",2022-03-06,2021,36,1,333271411,556397627,95739353,254392022,216497318,1865419,798186,488000,510066,1,0,0,0
"66","United States",2022-03-13,2021,37,1,333271411,558121108,96439386,254870034,216952347,1723481,700033,478012,455029,1,0,0,0
"67","United States",2022-03-20,2021,38,1,333271411,559436368,97093580,255146100,217316148,1315260,654194,276066,363801,0,0,0,0
"68","United States",2022-03-27,2021,39,1,333271411,561173692,97793707,255582575,217703007,1737324,700127,436475,386859,1,0,0,0
"69","United States",2022-04-03,2021,40,1,333271411,564572230,98533836,256062152,218235689,3398538,740129,479577,532682,1,0,0,0
"70","United States",2022-04-10,2021,41,1,333271411,568313997,99267892,256584715,218740564,3741767,734056,522563,504875,1,0,0,0
"71","United States",2022-04-17,2021,42,1,333271411,571636588,99888928,257105236,219208559,3322591,621036,520520,467995,1,0,0,0
"72","United States",2022-04-24,2021,43,1,333271411,575257890,100509996,257565087,219610128,3621302,621068,459851,401569,1,0,0,0
"73","United States",2022-05-01,2021,44,1,333271411,578245154,101095571,257983071,220022176,2987264,585575,417984,412048,1,0,0,0
"74","United States",2022-05-08,2021,45,1,333271411,580915871,102094302,257983071,220502022,2670717,998731,0,479846,1,0,0,0
"75","United States",2022-05-15,2021,46,1,333271411,583478451,102591622,258055384,220811338,2562580,497320,72312,309316,1,0,0,0
"76","United States",2022-05-22,2021,47,1,333271411,586508124,103217414,258463968,221190484,3029673,625792,408583,379145,1,0,0,0
"77","United States",2022-05-29,2021,48,1,333271411,588473704,103712931,258683928,221411336,1965580,495517,219960,220852,1,0,0,0
"78","United States",2022-06-05,2021,49,1,333271411,590441517,104252029,258896220,221640799,1967813,539098,212291,229463,1,0,0,0
"79","United States",2022-06-12,2021,50,1,333271411,592269252,104718138,259198178,221924152,1827735,466109,301958,283353,1,0,0,0
"80","United States",2022-06-19,2021,51,1,333271411,593739529,105093591,259426758,222123223,1470277,375453,228580,199071,0,0,0,0
"81","United States",2022-06-26,2021,52,1,333271411,596233489,106275891,259957415,222271398,2493960,1182300,530657,148175,1,0,0,0
"82","United States",2022-07-03,2022,1,1,333271411,597655035,106615227,260327743,222455652,1421546,339336,370328,184254,0,0,0,0
"83","United States",2022-07-10,2022,2,1,333271411,599289113,107004061,260728030,222682315,1634078,388834,400287,226663,0,0,0,0
"84","United States",2022-07-17,2022,3,1,333271411,601497801,107468726,261204035,222950194,2208688,464665,476005,267879,1,0,0,0
"85","United States",2022-07-24,2022,4,1,333271411,603693871,107707286,261622844,223140564,2196070,238560,418809,190370,1,0,0,0
"86","United States",2022-07-31,2022,5,1,333271411,604235972,107707286,261622844,223140564,542101,0,0,0,0,0,0,0
"87","United States",2022-08-07,2022,6,1,333271411,606162842,107872738,261981618,223457170,1926870,165451,358773,316605,1,0,0,0
"88","United States",2022-08-14,2022,7,1,333271411,607588353,108217633,262323837,223684995,1425511,344895,342219,227825,0,0,0,0
"89","United States",2022-08-21,2022,8,1,333271411,608937334,108540822,262643277,223914723,1348981,323189,319440,229728,0,0,0,0
"90","United States",2022-08-28,2022,9,1,333271411,610012616,108806974,262908216,224113439,1075282,266152,264939,198716,0,0,0,0
"91","United States",2022-09-04,2022,10,1,333271411,610686563,108953688,263103582,224367691,673947,146714,195366,254252,0,0,0,0
"92","United States",2022-09-11,2022,11,1,333271411,612781120,109201576,263415633,224636858,2094557,247888,312051,269167,1,0,0,0
"93","United States",2022-09-18,2022,12,1,333271411,616172308,109578270,263812108,224980931,3391188,376694,396475,344073,1,0,0,0
"94","United States",2022-09-25,2022,13,1,333271411,619765972,109970532,264112767,225284115,3593664,392262,300659,303184,1,0,0,0
"95","United States",2022-10-02,2022,14,1,333271411,624198981,110560974,264562221,225870613,4433009,590442,449454,586498,1,0,0,0
"96","United States",2022-10-09,2022,15,1,333271411,627854963,110835775,265111489,226200755,3655982,274801,549268,330142,1,0,0,0
"97","United States",2022-10-16,2022,16,1,333271411,632905664,111367843,265591330,226594560,5050701,532068,479841,393805,2,0,0,0
"98","United States",2022-10-23,2022,17,1,333271411,636871557,111848839,266031472,226933827,3965893,480996,440142,339267,1,0,0,0
"99","United States",2022-10-30,2022,18,1,333271411,640913400,112478828,266401911,227377753,4041843,629989,370439,443926,1,0,0,0
"100","United States",2022-11-06,2022,19,1,333271411,646524294,113272617,267032055,227802408,5610894,793789,630144,424655,2,0,0,0
"101","United States",2022-11-13,2022,20,1,333271411,650810290,113851327,267476279,228154832,4285996,578710,444224,352424,1,0,0,0
"102","United States",2022-11-20,2022,21,1,333271411,653502647,114231013,267575727,228379952,2692357,379686,99448,225120,1,0,0,0
"103","United States",2022-11-27,2022,22,1,333271411,655280140,114786983,267575727,228379952,1777493,555970,0,0,1,0,0,0
"104","United States",2022-12-04,2022,23,1,333271411,657927289,115179633,267654789,228604758,2647149,392650,79062,224805,1,0,0,0
"105","United States",2022-12-11,2022,24,1,333271411,660400812,115560269,267907969,228831995,2473523,380636,253180,227237,1,0,0,0
"106","United States",2022-12-18,2022,25,1,333271411,662148570,115811690,268143349,228989746,1747758,251421,235380,157751,1,0,0,0
"107","United States",2022-12-25,2022,26,1,333271411,663822575,116065473,268363272,229135170,1674005,253783,219923,145424,1,0,0,0
"108","United States",2023-01-01,2022,27,1,334914895,665076272,116264682,268546218,229254623,1253697,199209,182946,119453,0,0,0,0
"109","United States",2023-01-08,2022,28,1,334914895,666511603,116582665,268556888,229359062,1435331,317983,10670,104439,0,0,0,0
"110","United States",2023-01-15,2022,29,1,334914895,667815331,116783939,268765902,229508443,1303728,201274,209014,149381,0,0,0,0
"111","United States",2023-01-22,2022,30,1,334914895,668814259,116950366,268927705,229619755,998928,166427,161803,111312,0,0,0,0
"112","United States",2023-01-29,2022,31,1,334914895,669600840,117091723,269064626,229719115,786581,141357,136921,99360,0,0,0,0
"113","United States",2023-02-05,2022,32,1,334914895,670306507,117213142,269208743,229820324,705667,121419,144117,101209,0,0,0,0
"114","United States",2023-02-12,2022,33,1,334914895,670987625,117337945,269332266,229914797,681118,124803,123523,94473,0,0,0,0
"115","United States",2023-02-19,2022,34,1,334914895,671582379,117441743,269459752,229996296,594754,103798,127486,81499,0,0,0,0
"116","United States",2023-02-26,2022,35,1,334914895,672076105,117540524,269554116,230075934,493726,98781,94364,79638,0,0,0,0
"117","United States",2023-03-05,2022,36,1,334914895,672076105,117540524,269554116,230075934,0,0,0,0,0,0,0,0
"118","Northeast Region",2020-12-13,2020,25,1,57430477,34538,0,0,0,34538,0,0,0,0,0,0,0
"119","Northeast Region",2020-12-20,2020,26,1,57430477,327904,0,0,0,293366,0,0,0,1,0,0,0
"120","Northeast Region",2020-12-27,2020,27,1,57430477,717123,0,0,0,389219,0,0,0,1,0,0,0
"121","Northeast Region",2021-01-03,2020,27,1,57243423,1272614,0,0,0,555491,0,0,0,1,0,0,0
"122","Northeast Region",2021-01-10,2020,28,1,57243423,2204624,0,0,0,932010,0,0,0,2,0,0,0
"123","Northeast Region",2021-01-17,2020,29,1,57243423,3259721,0,0,0,1055097,0,0,0,2,0,0,0
"124","Northeast Region",2021-01-24,2020,30,1,57243423,4713219,0,0,0,1453498,0,0,0,3,0,0,0
"125","Northeast Region",2021-01-31,2020,31,1,57243423,5975375,0,0,0,1262156,0,0,0,2,0,0,0
"126","Northeast Region",2021-02-07,2020,32,1,57243423,7839848,0,0,0,1864473,0,0,0,3,0,0,0
"127","Northeast Region",2021-02-14,2020,33,1,57243423,10194851,0,7190707,0,2355003,0,7190707,0,4,0,13,0
"128","Northeast Region",2021-02-21,2020,34,1,57243423,12032324,0,8185196,0,1837473,0,994489,0,3,0,2,0
"129","Northeast Region",2021-02-28,2020,35,1,57243423,14785337,0,10010384,4730959,2753013,0,1825188,4730959,5,0,3,8
"130","Northeast Region",2021-03-07,2020,36,1,57243423,17949216,0,12211953,5870213,3163879,0,2201569,1139254,6,0,4,2
"131","Northeast Region",2021-03-14,2020,37,1,57243423,21181197,0,14278941,7284437,3231981,0,2066988,1414224,6,0,4,2
"132","Northeast Region",2021-03-21,2020,38,1,57243423,24732755,0,16623161,8648078,3551558,0,2344220,1363641,6,0,4,2
"133","Northeast Region",2021-03-28,2020,39,1,57243423,29143295,0,19007977,10804772,4410540,0,2384816,2156694,8,0,4,4
"134","Northeast Region",2021-04-04,2020,40,1,57243423,33285425,0,21495218,12838245,4142130,0,2487241,2033473,7,0,4,4
"135","Northeast Region",2021-04-11,2020,41,1,57243423,38328970,0,24542029,15431879,5043545,0,3046811,2593634,9,0,5,5
"136","Northeast Region",2021-04-18,2020,42,1,57243423,42399222,0,26645775,17408317,4070252,0,2103746,1976438,7,0,4,3
"137","Northeast Region",2021-04-25,2020,43,1,57243423,46187987,0,28420296,19448557,3788765,0,1774521,2040240,7,0,3,4
"138","Northeast Region",2021-05-02,2020,44,1,57243423,49357298,0,29668824,21511986,3169311,0,1248528,2063429,6,0,2,4
"139","Northeast Region",2021-05-09,2020,45,1,57243423,52245466,0,30662962,23507902,2888168,0,994138,1995916,5,0,2,3
"140","Northeast Region",2021-05-16,2020,46,1,57243423,55186104,0,31939623,25194841,2940638,0,1276661,1686939,5,0,2,3
"141","Northeast Region",2021-05-23,2020,47,1,57243423,57439270,0,32936164,26513286,2253166,0,996541,1318445,4,0,2,2
"142","Northeast Region",2021-05-30,2020,48,1,57243423,59013499,0,33618878,27400238,1574229,0,682714,886952,3,0,1,2
"143","Northeast Region",2021-06-06,2020,49,1,57243423,60645095,0,34243038,28451522,1631596,0,624160,1051284,3,0,1,2
"144","Northeast Region",2021-06-13,2020,50,1,57243423,62445338,0,34860658,29675572,1800243,0,617620,1224050,3,0,1,2
"145","Northeast Region",2021-06-20,2020,51,1,57243423,63368139,0,35210051,30282642,922801,0,349393,607070,2,0,1,1
"146","Northeast Region",2021-06-27,2020,52,1,57243423,64288511,0,35546009,30936131,920372,0,335958,653489,2,0,1,1
"147","Northeast Region",2021-07-04,2021,1,1,57243423,64955955,0,35845670,31318472,667444,0,299661,382341,1,0,1,1
"148","Northeast Region",2021-07-11,2021,2,1,57243423,65607221,0,36168775,31672645,651266,0,323105,354173,1,0,1,1
"149","Northeast Region",2021-07-18,2021,3,1,57243423,66250073,0,36515758,31996617,642852,0,346983,323972,1,0,1,1
"150","Northeast Region",2021-07-25,2021,4,1,57243423,66976539,0,36936825,32332900,726466,0,421067,336283,1,0,1,1
"151","Northeast Region",2021-08-01,2021,5,1,57243423,67729028,0,37418004,32639473,752489,0,481179,306573,1,0,1,1
"152","Northeast Region",2021-08-08,2021,6,1,57243423,68493090,0,37913399,32938900,764062,0,495395,299427,1,0,1,1
"153","Northeast Region",2021-08-15,2021,7,1,57243423,69325907,0,38393347,33291305,832817,0,479948,352405,1,0,1,1
"154","Northeast Region",2021-08-22,2021,8,1,57243423,70266107,0,38870122,33683841,940200,0,476775,392536,2,0,1,1
"155","Northeast Region",2021-08-29,2021,9,1,57243423,71239911,0,39356909,34132996,973804,0,486787,449155,2,0,1,1
"156","Northeast Region",2021-09-05,2021,10,1,57243423,72023348,0,39740421,34497884,783437,0,383512,364888,1,0,1,1
"157","Northeast Region",2021-09-12,2021,11,1,57243423,72878789,0,40170931,34899806,855441,0,430510,401922,1,0,1,1
"158","Northeast Region",2021-09-19,2021,12,1,57243423,73641261,0,40531746,35288094,762472,0,360815,388288,1,0,1,1
"159","Northeast Region",2021-09-26,2021,13,1,57243423,74576368,0,40946029,35606802,935107,0,414283,318708,2,0,1,1
"160","Northeast Region",2021-10-03,2021,14,1,57243423,75753271,0,41387462,35935145,1176903,0,441433,328343,2,0,1,1
"161","Northeast Region",2021-10-10,2021,15,1,57243423,76904367,0,41797422,36275344,1151096,0,409960,340199,2,0,1,1
"162","Northeast Region",2021-10-17,2021,16,1,57243423,77989908,1791017,42202484,36611545,1085541,1791017,405062,336201,2,3,1,1
"163","Northeast Region",2021-10-24,2021,17,1,57243423,79411270,2487784,42696168,36843920,1421362,696767,493684,232375,2,1,1,0
"164","Northeast Region",2021-10-31,2021,18,1,57243423,81025459,3364565,43225023,37024497,1614189,876781,528855,180577,3,2,1,0
"165","Northeast Region",2021-11-07,2021,19,1,57243423,82787750,4257164,43888212,37194129,1762291,892599,663189,169632,3,2,1,0
"166","Northeast Region",2021-11-14,2021,20,1,57243423,84554095,5307872,44515115,37367907,1766345,1050708,626903,173778,3,2,1,0
"167","Northeast Region",2021-11-21,2021,21,1,57243423,85704670,5979046,44916362,37478896,1150575,671174,401247,110989,2,1,1,0
"168","Northeast Region",2021-11-28,2021,22,1,57243423,87626460,7269737,45490398,37753282,1921790,1290691,574036,274386,3,2,1,0
"169","Northeast Region",2021-12-05,2021,23,1,57243423,90973871,9193390,46131739,38247267,3347411,1923653,641341,493985,6,3,1,1
"170","Northeast Region",2021-12-12,2021,24,1,57243423,93411754,10552842,46605894,38651321,2437883,1359452,474155,404054,4,2,1,1
"171","Northeast Region",2021-12-19,2021,25,1,57243423,95739542,12661003,47138752,39250849,2327788,2108161,532858,599528,4,4,1,1
"172","Northeast Region",2021-12-26,2021,26,1,57243423,97347290,13570948,47542838,39461128,1607748,909945,404086,210279,3,2,1,0
"173","Northeast Region",2022-01-02,2021,27,1,57026847,98895181,14415640,47891993,39695848,1547891,844692,349155,234720,3,1,1,0
"174","Northeast Region",2022-01-09,2021,28,1,57026847,100714649,15406584,48286191,39994894,1819468,990944,394198,299046,3,2,1,1
"175","Northeast Region",2022-01-16,2021,29,1,57026847,102347395,16338474,48701926,40280169,1632746,931890,415735,285275,3,2,1,1
"176","Northeast Region",2022-01-23,2021,30,1,57026847,103541078,16954174,49055094,40515538,1193683,615700,353168,235369,2,1,1,0
"177","Northeast Region",2022-01-30,2021,31,1,57026847,104479723,17400945,49312292,40759928,938645,446771,257198,244390,2,1,0,0
"178","Northeast Region",2022-02-06,2021,32,1,57026847,105243372,17752382,49520634,40972170,763649,351437,208342,212242,1,1,0,0
"179","Northeast Region",2022-02-13,2021,33,1,57026847,105968482,18080003,49706733,41150380,725110,327621,186099,178210,1,1,0,0
"180","Northeast Region",2022-02-20,2021,34,1,57026847,106581889,18375576,49851047,41288469,613407,295573,144314,138089,1,1,0,0
"181","Northeast Region",2022-02-27,2021,35,1,57026847,107041826,18620145,49984543,41404727,459937,244569,133496,116258,1,0,0,0
"182","Northeast Region",2022-03-06,2021,36,1,57026847,107337599,18763020,50065172,41485364,295773,142875,80629,80637,1,0,0,0
"183","Northeast Region",2022-03-13,2021,37,1,57026847,107609955,18915028,50148482,41560946,272356,152008,83310,75582,0,0,0,0
"184","Northeast Region",2022-03-20,2021,38,1,57026847,107876290,19049490,50219981,41626501,266335,134462,71499,65555,0,0,0,0
"185","Northeast Region",2022-03-27,2021,39,1,57026847,108147662,19232422,50295292,41693805,271372,182932,75311,67304,0,0,0,0
"186","Northeast Region",2022-04-03,2021,40,1,57026847,108765446,19369261,50390679,41800677,617784,136839,95387,106872,1,0,0,0
"187","Northeast Region",2022-04-10,2021,41,1,57026847,109445247,19504518,50491337,41904879,679801,135257,100658,104202,1,0,0,0
"188","Northeast Region",2022-04-17,2021,42,1,57026847,109988795,19635776,50578698,41999257,543548,131258,87361,94378,1,0,0,0
"189","Northeast Region",2022-04-24,2021,43,1,57026847,110788154,19744479,50663272,42084065,799359,108703,84574,84808,1,0,0,0
"190","Northeast Region",2022-05-01,2021,44,1,57026847,111347561,19845843,50745852,42166727,559407,101364,82580,82662,1,0,0,0
"191","Northeast Region",2022-05-08,2021,45,1,57026847,111891180,19951234,50824315,42246892,543619,105391,78463,80165,1,0,0,0
"192","Northeast Region",2022-05-15,2021,46,1,57026847,112417203,20046751,50904789,42323843,526023,95517,80474,76951,1,0,0,0
"193","Northeast Region",2022-05-22,2021,47,1,57026847,112965318,20158375,50988751,42403014,548115,111624,83962,79171,1,0,0,0
"194","Northeast Region",2022-05-29,2021,48,1,57026847,113334068,20245226,51048270,42458530,368750,86851,59519,55516,1,0,0,0
"195","Northeast Region",2022-06-05,2021,49,1,57026847,113715153,20335917,51118645,42518591,381085,90691,70375,60061,1,0,0,0
"196","Northeast Region",2022-06-12,2021,50,1,57026847,113999715,20406655,51170165,42563582,284562,70738,51520,44991,0,0,0,0
"197","Northeast Region",2022-06-19,2021,51,1,57026847,114275009,20479185,51218524,42603698,275294,72530,48359,40116,0,0,0,0
"198","Northeast Region",2022-06-26,2021,52,1,57026847,114604607,20596347,51323773,42659331,329598,117162,105249,55633,1,0,0,0
"199","Northeast Region",2022-07-03,2022,1,1,57026847,114829415,20650240,51390217,42690921,224808,53893,66444,31590,0,0,0,0
"200","Northeast Region",2022-07-10,2022,2,1,57026847,115116330,20716618,51469351,42735626,286915,66378,79134,44705,1,0,0,0
"201","Northeast Region",2022-07-17,2022,3,1,57026847,115503463,20788935,51573800,42784309,387133,72317,104449,48683,1,0,0,0
"202","Northeast Region",2022-07-24,2022,4,1,57026847,115883714,20861382,51661862,42844481,380251,72447,88062,60172,1,0,0,0
"203","Northeast Region",2022-07-31,2022,5,1,57026847,116188606,20921666,51727170,42892625,304892,60284,65308,48144,1,0,0,0
"204","Northeast Region",2022-08-07,2022,6,1,57026847,116414734,20972169,51784116,42945009,226128,50503,56946,52384,0,0,0,0
"205","Northeast Region",2022-08-14,2022,7,1,57026847,116633173,21023311,51842979,42988655,218439,51142,58863,43646,0,0,0,0
"206","Northeast Region",2022-08-21,2022,8,1,57026847,116858791,21078727,51905481,43034631,225618,55416,62502,45976,0,0,0,0
"207","Northeast Region",2022-08-28,2022,9,1,57026847,117064678,21131488,51965268,43076075,205887,52761,59787,41444,0,0,0,0
"208","Northeast Region",2022-09-04,2022,10,1,57026847,117165797,21153834,51997083,43097428,101119,22346,31815,21353,0,0,0,0
"209","Northeast Region",2022-09-11,2022,11,1,57026847,117540168,21198993,52063352,43154271,374371,45159,66269,56843,1,0,0,0
"210","Northeast Region",2022-09-18,2022,12,1,57026847,118198154,21276733,52150862,43235600,657986,77740,87510,81329,1,0,0,0
"211","Northeast Region",2022-09-25,2022,13,1,57026847,118868827,21353112,52228447,43314477,670673,76379,77585,78877,1,0,0,0
"212","Northeast Region",2022-10-02,2022,14,1,57026847,120009780,21503365,52330478,43434903,1140953,150253,102031,120426,2,0,0,0
"213","Northeast Region",2022-10-09,2022,15,1,57026847,120887607,21604118,52439846,43523503,877827,100753,109368,88600,2,0,0,0
"214","Northeast Region",2022-10-16,2022,16,1,57026847,121885574,21715880,52561570,43621943,997967,111762,121724,98440,2,0,0,0
"215","Northeast Region",2022-10-23,2022,17,1,57026847,122883908,21851072,52680792,43715808,998334,135192,119222,93865,2,0,0,0
"216","Northeast Region",2022-10-30,2022,18,1,57026847,123762033,21961269,52778164,43804446,878125,110197,97372,88638,2,0,0,0
"217","Northeast Region",2022-11-06,2022,19,1,57026847,124601749,22065756,52938416,43884260,839716,104487,160252,79814,1,0,0,0
"218","Northeast Region",2022-11-13,2022,20,1,57026847,125324740,22165446,53027483,43959945,722991,99690,89067,75685,1,0,0,0
"219","Northeast Region",2022-11-20,2022,21,1,57026847,126000609,22257353,53129646,44032376,675869,91907,102163,72431,1,0,0,0
"220","Northeast Region",2022-11-27,2022,22,1,57026847,126349453,22308004,53179318,44073164,348844,50651,49672,40788,1,0,0,0
"221","Northeast Region",2022-12-04,2022,23,1,57026847,126986504,22404345,53249938,44134659,637051,96341,70620,61495,1,0,0,0
"222","Northeast Region",2022-12-11,2022,24,1,57026847,127458965,22474263,53313934,44189284,472461,69918,63996,54625,1,0,0,0
"223","Northeast Region",2022-12-18,2022,25,1,57026847,127855057,22529899,53374770,44233281,396092,55636,60836,43997,1,0,0,0
