"","Province_State","Week","MMWRyear","MMWRweek","MMWRday","Doses_admin_yf","Total_additional_doses_yf","People_at_least_one_dose_yf","People_fully_vaccinated_yf","Doses_admin_yf_daily","Total_additional_doses_yf_daily","People_at_least_one_dose_yf_daily","People_fully_vaccinated_yf_daily"
"1","United States",2020-12-13,2020,25,1,254142,0,0,0,254142,0,0,0
"2","United States",2020-12-20,2020,26,1,2033936,0,0,0,1779794,0,0,0
"3","United States",2020-12-27,2020,27,1,4172658,0,0,0,2138722,0,0,0
"4","United States",2021-01-03,2020,27,1,7426145,0,0,0,3253487,0,0,0
"5","United States",2021-01-10,2020,28,1,12917607,0,0,0,5491462,0,0,0
"6","United States",2021-01-17,2020,29,1,19107959,0,0,0,6190352,0,0,0
"7","United States",2021-01-24,2020,30,1,27884661,0,0,0,8776702,0,0,0
"8","United States",2021-01-31,2020,31,1,36819212,0,0,0,8934551,0,0,0
"9","United States",2021-02-07,2020,32,1,48410558,0,0,0,11591346,0,0,0
"10","United States",2021-02-14,2020,33,1,59585043,0,41977401,0,11174485,0,41977401,0
"11","United States",2021-02-21,2020,34,1,70454064,0,47184199,0,10869021,0,5206798,0
"12","United States",2021-02-28,2020,35,1,85008094,0,55547697,28709428,14554030,0,8363498,28709428
"13","United States",2021-03-07,2020,36,1,101128005,0,65965305,35000159,16119911,0,10417608,6290731
"14","United States",2021-03-14,2020,37,1,118313818,0,77230061,41934629,17185813,0,11264756,6934470
"15","United States",2021-03-21,2020,38,1,136684688,0,89559225,48695172,18370870,0,12329164,6760543
"16","United States",2021-03-28,2020,39,1,157606463,0,101804762,57984785,20921775,0,12245537,9289613
"17","United States",2021-04-04,2020,40,1,178837781,0,114436039,68202458,21231318,0,12631277,10217673
"18","United States",2021-04-11,2020,41,1,202282923,0,127743096,80609818,23445142,0,13307057,12407360
"19","United States",2021-04-18,2020,42,1,222322230,0,137234889,91175995,20039307,0,9491793,10566177
"20","United States",2021-04-25,2020,43,1,240159677,0,144894586,101407318,17837447,0,7659697,10231323
"21","United States",2021-05-02,2020,44,1,254779333,0,150416559,110874920,14619656,0,5521973,9467602
"22","United States",2021-05-09,2020,45,1,268438666,0,155251852,120258637,13659333,0,4835293,9383717
"23","United States",2021-05-16,2020,46,1,281595351,0,161278336,127778250,13156685,0,6026484,7519613
"24","United States",2021-05-23,2020,47,1,292099778,0,166388129,133532544,10504427,0,5109793,5754294
"25","United States",2021-05-30,2020,48,1,299120522,0,169735441,137455367,7020744,0,3347312,3922823
"26","United States",2021-06-06,2020,49,1,306509795,0,172758350,142095530,7389273,0,3022909,4640163
"27","United States",2021-06-13,2020,50,1,316048776,0,176290249,148459003,9538981,0,3531899,6363473
"28","United States",2021-06-20,2020,51,1,321199379,0,178491147,151615554,5150603,0,2200898,3156551
"29","United States",2021-06-27,2020,52,1,328809470,0,181650678,156255896,7610091,0,3159531,4640342
"30","United States",2021-07-04,2021,1,1,332966409,0,183542871,158629431,4156939,0,1892193,2373535
"31","United States",2021-07-11,2021,2,1,336604158,0,185424899,160686378,3637749,0,1882028,2056947
"32","United States",2021-07-18,2021,3,1,340363922,0,187579557,162435276,3759764,0,2154658,1748898
"33","United States",2021-07-25,2021,4,1,344928514,0,190509183,164184080,4564592,0,2929626,1748804
"34","United States",2021-08-01,2021,5,1,349787479,0,193764457,165918256,4858965,0,3255274,1734176
"35","United States",2021-08-08,2021,6,1,354777950,0,197081471,167699170,4990471,0,3317014,1780914
"36","United States",2021-08-15,2021,7,1,360634287,0,200421787,169998983,5856337,0,3340316,2299813
"37","United States",2021-08-22,2021,8,1,366838484,732229,203475192,172646952,6204197,732229,3053405,2647969
"38","United States",2021-08-29,2021,9,1,373516809,1245003,206461869,175538025,6678325,512774,2986677,2891073
"39","United States",2021-09-05,2021,10,1,378569717,1641393,208704230,177899458,5052908,396390,2242361,2361433
"40","United States",2021-09-12,2021,11,1,383994877,2043976,211097597,180572171,5425160,402583,2393367,2672713
"41","United States",2021-09-19,2021,12,1,388567109,2443106,212861380,182958696,4572232,399130,1763783,2386525
"42","United States",2021-09-26,2021,13,1,393756866,4363791,214597690,184852416,5189757,1920685,1736310,1893720
"43","United States",2021-10-03,2021,14,1,400669422,7284455,216573911,186917921,6912556,2920664,1976221,2065505
"44","United States",2021-10-10,2021,15,1,406570875,9723131,218318056,188655196,5901453,2438676,1744145,1737275
"45","United States",2021-10-17,2021,16,1,411963025,12037101,219900525,190179553,5392150,2313970,1582469,1524357
"46","United States",2021-10-24,2021,17,1,419020753,16682269,221104708,191997869,7057728,4645168,1204183,1818316
"47","United States",2021-10-31,2021,18,1,428006540,22271357,222902939,193425862,8985787,5589088,1798230,1427993
"48","United States",2021-11-07,2021,19,1,437352000,27660515,225606197,194747839,9345460,5389158,2703258,1321977
"49","United States",2021-11-14,2021,20,1,448155906,33454832,229291004,195920566,10803906,5794317,3684807,1172727
"50","United States",2021-11-21,2021,21,1,454447737,37499004,231367686,196187645,6291831,4044172,2076682,267079
"51","United States",2021-11-28,2021,22,1,466348132,44035293,234743864,198211641,11900395,6536289,3376178,2023995
"52","United States",2021-12-05,2021,23,1,480567772,51749171,238143066,201279582,14219640,7713878,3399202,3067941
"53","United States",2021-12-12,2021,24,1,491892649,58185916,240775382,203479206,11324877,6436745,2632316,2199624
"54","United States",2021-12-19,2021,25,1,501888667,65462710,241974358,204966561,9996018,7276794,1198976,1487355
"55","United States",2021-12-26,2021,26,1,509307789,69756552,243984454,206059564,7419122,4293842,2010096,1093003
"56","United States",2022-01-02,2021,27,1,516597039,73814228,246050320,207229983,7289250,4057676,2065866,1170419
"57","United States",2022-01-09,2021,28,1,525604449,78961755,248338448,208791862,9007410,5147527,2288128,1561879
"58","United States",2022-01-16,2021,29,1,532850229,83012754,250262153,210021766,7245780,4050999,1923705,1229904
"59","United States",2022-01-23,2021,30,1,537238853,86955357,250331618,211343818,4388624,3942603,69465,1322052
"60","United States",2022-01-30,2021,31,1,541999800,89288662,250731754,212481465,4760947,2333305,400135,1137647
"61","United States",2022-02-06,2021,32,1,545981537,91109196,251755851,213563173,3981737,1820534,1024097,1081708
"62","United States",2022-02-13,2021,33,1,549419374,92589369,252650507,214602856,3437837,1480173,894656,1039683
"63","United States",2022-02-20,2021,34,1,552025069,93811640,253270141,215318037,2605695,1222271,619634,715181
"64","United States",2022-02-27,2021,35,1,554532208,94941167,253904022,215987252,2507139,1129527,633881,669215
"65","United States",2022-03-06,2021,36,1,556397627,95739353,254392022,216497318,1865419,798186,488000,510066
"66","United States",2022-03-13,2021,37,1,558121108,96439386,254870034,216952347,1723481,700033,478012,455029
"67","United States",2022-03-20,2021,38,1,559436368,97093580,255146100,217316148,1315260,654194,276066,363801
"68","United States",2022-03-27,2021,39,1,561173692,97793707,255582575,217703007,1737324,700127,436475,386859
"69","United States",2022-04-03,2021,40,1,564572230,98533836,256062152,218235689,3398538,740129,479577,532682
"70","United States",2022-04-10,2021,41,1,568313997,99267892,256584715,218740564,3741767,734056,522563,504875
"71","United States",2022-04-17,2021,42,1,571636588,99888928,257105236,219208559,3322591,621036,520520,467995
"72","United States",2022-04-24,2021,43,1,575257890,100509996,257565087,219610128,3621302,621068,459851,401569
"73","United States",2022-05-01,2021,44,1,578245154,101095571,257983071,220022176,2987264,585575,417984,412048
"74","United States",2022-05-08,2021,45,1,580915871,102094302,257983071,220502022,2670717,998731,0,479846
"75","United States",2022-05-15,2021,46,1,583478451,102591622,258055384,220811338,2562580,497320,72312,309316
"76","United States",2022-05-22,2021,47,1,586508124,103217414,258463968,221190484,3029673,625792,408583,379145
"77","United States",2022-05-29,2021,48,1,588473704,103712931,258683928,221411336,1965580,495517,219960,220852
"78","United States",2022-06-05,2021,49,1,590441517,104252029,258896220,221640799,1967813,539098,212291,229463
"79","United States",2022-06-12,2021,50,1,592269252,104718138,259198178,221924152,1827735,466109,301958,283353
"80","United States",2022-06-19,2021,51,1,593739529,105093591,259426758,222123223,1470277,375453,228580,199071
"81","United States",2022-06-26,2021,52,1,596233489,106275891,259957415,222271398,2493960,1182300,530657,148175
"82","United States",2022-07-03,2022,1,1,597655035,106615227,260327743,222455652,1421546,339336,370328,184254
"83","United States",2022-07-10,2022,2,1,599289113,107004061,260728030,222682315,1634078,388834,400287,226663
"84","United States",2022-07-17,2022,3,1,601497801,107468726,261204035,222950194,2208688,464665,476005,267879
"85","United States",2022-07-24,2022,4,1,603693871,107707286,261622844,223140564,2196070,238560,418809,190370
"86","United States",2022-07-31,2022,5,1,604235972,107707286,261622844,223140564,542101,0,0,0
"87","United States",2022-08-07,2022,6,1,606162842,107872738,261981618,223457170,1926870,165451,358773,316605
"88","United States",2022-08-14,2022,7,1,607588353,108217633,262323837,223684995,1425511,344895,342219,227825
"89","United States",2022-08-21,2022,8,1,608937334,108540822,262643277,223914723,1348981,323189,319440,229728
"90","United States",2022-08-28,2022,9,1,610012616,108806974,262908216,224113439,1075282,266152,264939,198716
"91","United States",2022-09-04,2022,10,1,610686563,108953688,263103582,224367691,673947,146714,195366,254252
"92","United States",2022-09-11,2022,11,1,612781120,109201576,263415633,224636858,2094557,247888,312051,269167
"93","United States",2022-09-18,2022,12,1,616172308,109578270,263812108,224980931,3391188,376694,396475,344073
"94","United States",2022-09-25,2022,13,1,619765972,109970532,264112767,225284115,3593664,392262,300659,303184
"95","United States",2022-10-02,2022,14,1,624198981,110560974,264562221,225870613,4433009,590442,449454,586498
"96","United States",2022-10-09,2022,15,1,627854963,110835775,265111489,226200755,3655982,274801,549268,330142
"97","United States",2022-10-16,2022,16,1,632905664,111367843,265591330,226594560,5050701,532068,479841,393805
"98","United States",2022-10-23,2022,17,1,636871557,111848839,266031472,226933827,3965893,480996,440142,339267
"99","United States",2022-10-30,2022,18,1,640913400,112478828,266401911,227377753,4041843,629989,370439,443926
"100","United States",2022-11-06,2022,19,1,646524294,113272617,267032055,227802408,5610894,793789,630144,424655
"101","United States",2022-11-13,2022,20,1,650810290,113851327,267476279,228154832,4285996,578710,444224,352424
"102","United States",2022-11-20,2022,21,1,653502647,114231013,267575727,228379952,2692357,379686,99448,225120
"103","United States",2022-11-27,2022,22,1,655280140,114786983,267575727,228379952,1777493,555970,0,0
"104","United States",2022-12-04,2022,23,1,657927289,115179633,267654789,228604758,2647149,392650,79062,224805
"105","United States",2022-12-11,2022,24,1,660400812,115560269,267907969,228831995,2473523,380636,253180,227237
"106","United States",2022-12-18,2022,25,1,662148570,115811690,268143349,228989746,1747758,251421,235380,157751
"107","United States",2022-12-25,2022,26,1,663822575,116065473,268363272,229135170,1674005,253783,219923,145424
"108","United States",2023-01-01,2022,27,1,665076272,116264682,268546218,229254623,1253697,199209,182946,119453
"109","United States",2023-01-08,2022,28,1,666511603,116582665,268556888,229359062,1435331,317983,10670,104439
"110","United States",2023-01-15,2022,29,1,667815331,116783939,268765902,229508443,1303728,201274,209014,149381
"111","United States",2023-01-22,2022,30,1,668814259,116950366,268927705,229619755,998928,166427,161803,111312
"112","United States",2023-01-29,2022,31,1,669600840,117091723,269064626,229719115,786581,141357,136921,99360
"113","United States",2023-02-05,2022,32,1,670306507,117213142,269208743,229820324,705667,121419,144117,101209
"114","United States",2023-02-12,2022,33,1,670987625,117337945,269332266,229914797,681118,124803,123523,94473
"115","United States",2023-02-19,2022,34,1,671582379,117441743,269459752,229996296,594754,103798,127486,81499
"116","United States",2023-02-26,2022,35,1,672076105,117540524,269554116,230075934,493726,98781,94364,79638
"117","United States",2023-03-05,2022,36,1,672076105,117540524,269554116,230075934,0,0,0,0
"118","Alabama",2020-12-13,2020,25,1,1647,0,0,0,1647,0,0,0
"119","Alabama",2020-12-20,2020,26,1,15857,0,0,0,14210,0,0,0
"120","Alabama",2020-12-27,2020,27,1,36188,0,0,0,20331,0,0,0
"121","Alabama",2021-01-03,2020,27,1,57105,0,0,0,20917,0,0,0
"122","Alabama",2021-01-10,2020,28,1,100567,0,0,0,43462,0,0,0
"123","Alabama",2021-01-17,2020,29,1,199314,0,0,0,98747,0,0,0
"124","Alabama",2021-01-24,2020,30,1,300915,0,0,0,101601,0,0,0
"125","Alabama",2021-01-31,2020,31,1,430597,0,0,0,129682,0,0,0
"126","Alabama",2021-02-07,2020,32,1,571115,0,0,0,140518,0,0,0
"127","Alabama",2021-02-14,2020,33,1,739132,0,558367,0,168017,0,558367,0
"128","Alabama",2021-02-21,2020,34,1,893859,0,627063,0,154727,0,68696,0
"129","Alabama",2021-02-28,2020,35,1,1064578,0,704173,383138,170719,0,77110,383138
"130","Alabama",2021-03-07,2020,36,1,1249205,0,816418,472325,184627,0,112245,89187
"131","Alabama",2021-03-14,2020,37,1,1426696,0,937614,547257,177491,0,121196,74932
"132","Alabama",2021-03-21,2020,38,1,1611404,0,1072623,611694,184708,0,135009,64437
"133","Alabama",2021-03-28,2020,39,1,1813462,0,1211424,691082,202058,0,138801,79388
"134","Alabama",2021-04-04,2020,40,1,2021334,0,1344658,788325,207872,0,133234,97243
"135","Alabama",2021-04-11,2020,41,1,2245574,0,1459377,915654,224240,0,114719,127329
"136","Alabama",2021-04-18,2020,42,1,2429629,0,1531741,1033996,184055,0,72364,118342
"137","Alabama",2021-04-25,2020,43,1,2591163,0,1589518,1143488,161534,0,57777,109492
"138","Alabama",2021-05-02,2020,44,1,2726356,0,1636710,1240335,135193,0,47192,96847
"139","Alabama",2021-05-09,2020,45,1,2859591,0,1687875,1334176,133235,0,51165,93841
"140","Alabama",2021-05-16,2020,46,1,2945488,0,1727437,1387356,85897,0,39562,53180
"141","Alabama",2021-05-23,2020,47,1,3016803,0,1763553,1429238,71315,0,36116,41882
"142","Alabama",2021-05-30,2020,48,1,3032765,0,1771964,1440101,15962,0,8411,10863
"143","Alabama",2021-06-06,2020,49,1,3078445,0,1793119,1468898,45680,0,21155,28797
"144","Alabama",2021-06-13,2020,50,1,3254330,0,1898704,1546983,175885,0,105585,78085
"145","Alabama",2021-06-20,2020,51,1,3308961,0,1928903,1574934,54631,0,30199,27951
"146","Alabama",2021-06-27,2020,52,1,3365623,0,1962952,1602022,56662,0,34049,27088
"147","Alabama",2021-07-04,2021,1,1,3408591,0,1985582,1626323,42968,0,22630,24301
"148","Alabama",2021-07-11,2021,2,1,3455086,0,2013559,1647995,46495,0,27977,21672
"149","Alabama",2021-07-18,2021,3,1,3494892,0,2041597,1663031,39806,0,28038,15036
"150","Alabama",2021-07-25,2021,4,1,3586810,0,2116551,1683367,91918,0,74954,20336
"151","Alabama",2021-08-01,2021,5,1,3681013,0,2192650,1703519,94203,0,76099,20152
"152","Alabama",2021-08-08,2021,6,1,3764110,0,2256357,1725039,83097,0,63707,21520
"153","Alabama",2021-08-15,2021,7,1,3888601,0,2330695,1770725,124491,0,74338,45686
"154","Alabama",2021-08-22,2021,8,1,4044688,0,2399704,1838347,156087,0,69009,67622
"155","Alabama",2021-08-29,2021,9,1,4178419,0,2461343,1900876,133731,0,61639,62529
"156","Alabama",2021-09-05,2021,10,1,4287769,0,2504656,1956859,109350,0,43313,55983
"157","Alabama",2021-09-12,2021,11,1,4383430,0,2535635,2010919,95661,0,30979,54060
"158","Alabama",2021-09-19,2021,12,1,4449282,0,2558569,2049383,65852,0,22934,38464
"159","Alabama",2021-09-26,2021,13,1,4534772,0,2584258,2090806,85490,0,25689,41423
"160","Alabama",2021-10-03,2021,14,1,4624892,0,2608058,2126766,90120,0,23800,35960
"161","Alabama",2021-10-10,2021,15,1,4677864,0,2622428,2147033,52972,0,14370,20267
"162","Alabama",2021-10-17,2021,16,1,4742444,138996,2644229,2170323,64580,138996,21801,23290
"163","Alabama",2021-10-24,2021,17,1,4847422,199742,2668028,2190701,104978,60746,23799,20378
"164","Alabama",2021-10-31,2021,18,1,4939456,255968,2688481,2207077,92034,56226,20453,16376
"165","Alabama",2021-11-07,2021,19,1,5000242,291056,2702878,2219557,60786,35088,14397,12480
"166","Alabama",2021-11-14,2021,20,1,5112835,354586,2733032,2238958,112593,63530,30154,19401
"167","Alabama",2021-11-21,2021,21,1,5191035,393964,2755913,2254666,78200,39378,22881,15708
"168","Alabama",2021-11-28,2021,22,1,5301858,452529,2788826,2273361,110823,58565,32913,18695
"169","Alabama",2021-12-05,2021,23,1,5404729,509236,2815260,2293071,102871,56707,26434,19710
"170","Alabama",2021-12-12,2021,24,1,5484057,553691,2834061,2309833,79328,44455,18801,16762
"171","Alabama",2021-12-19,2021,25,1,5581194,609056,2857399,2326903,97137,55365,23338,17070
"172","Alabama",2021-12-26,2021,26,1,5639733,640227,2873131,2338278,58539,31171,15732,11375
"173","Alabama",2022-01-02,2021,27,1,5710373,676060,2894430,2351731,70640,35833,21299,13453
"174","Alabama",2022-01-09,2021,28,1,5795157,717630,2919436,2369558,84784,41570,25006,17827
"175","Alabama",2022-01-16,2021,29,1,5851443,746356,2969685,2401094,56286,28726,50249,31536
"176","Alabama",2022-01-23,2021,30,1,5947386,794597,2996356,2421487,95943,48241,26671,20393
"177","Alabama",2022-01-30,2021,31,1,5981709,808688,3006718,2431444,34323,14091,10362,9957
"178","Alabama",2022-02-06,2021,32,1,6015101,821309,3016727,2442615,33392,12621,10009,11171
"179","Alabama",2022-02-13,2021,33,1,6067226,831488,3025797,2452990,52125,10179,9070,10375
"180","Alabama",2022-02-20,2021,34,1,6090785,840985,3032452,2460564,23559,9497,6655,7574
"181","Alabama",2022-02-27,2021,35,1,6111841,849201,3038492,2467540,21056,8216,6040,6976
"182","Alabama",2022-03-06,2021,36,1,6126993,854774,3043079,2472796,15152,5573,4587,5256
"183","Alabama",2022-03-13,2021,37,1,6141345,859864,3047316,2477863,14352,5090,4237,5067
"184","Alabama",2022-03-20,2021,38,1,6152000,863817,3050642,2480944,10655,3953,3326,3081
"185","Alabama",2022-03-27,2021,39,1,6167392,869046,3054697,2484952,15392,5229,4055,4008
"186","Alabama",2022-04-03,2021,40,1,6194325,875211,3059166,2489605,26933,6165,4469,4653
"187","Alabama",2022-04-10,2021,41,1,6222725,880724,3063579,2494227,28400,5513,4413,4622
"188","Alabama",2022-04-17,2021,42,1,6255912,887113,3070775,2501448,33187,6389,7196,7221
"189","Alabama",2022-04-24,2021,43,1,6274690,891103,3073984,2504640,18778,3990,3209,3192
"190","Alabama",2022-05-01,2021,44,1,6294411,895186,3077279,2508027,19721,4083,3295,3387
"191","Alabama",2022-05-08,2021,45,1,6313176,899083,3080476,2511297,18765,3897,3197,3270
"192","Alabama",2022-05-15,2021,46,1,6333576,903212,3083907,2514690,20400,4129,3431,3393
"193","Alabama",2022-05-22,2021,47,1,6355750,907826,3087738,2518459,22174,4614,3831,3769
"194","Alabama",2022-05-29,2021,48,1,6372174,911651,3090756,2521450,16424,3825,3018,2991
"195","Alabama",2022-06-05,2021,49,1,6389171,915651,3093883,2524597,16997,4000,3127,3147
"196","Alabama",2022-06-12,2021,50,1,6402751,918815,3096313,2527041,13580,3164,2430,2444
"197","Alabama",2022-06-19,2021,51,1,6411855,921806,3098404,2529086,9104,2991,2091,2045
"198","Alabama",2022-06-26,2021,52,1,6411855,934022,3102762,2529130,0,12216,4358,44
"199","Alabama",2022-07-03,2022,1,1,6421894,937096,3105321,2531605,10039,3074,2559,2475
"200","Alabama",2022-07-10,2022,2,1,6438626,940997,3109083,2534488,16732,3901,3762,2883
"201","Alabama",2022-07-17,2022,3,1,6463818,946426,3114035,2538510,25192,5429,4952,4022
"202","Alabama",2022-07-24,2022,4,1,6488750,951944,3119090,2542311,24932,5518,5055,3801
"203","Alabama",2022-07-31,2022,5,1,6509742,956725,3123070,2545221,20992,4781,3980,2910
"204","Alabama",2022-08-07,2022,6,1,6525635,960736,3127008,2550007,15893,4011,3938,4786
"205","Alabama",2022-08-14,2022,7,1,6538636,963621,3130184,2552617,13001,2885,3176,2610
"206","Alabama",2022-08-21,2022,8,1,6549961,966055,3132808,2554953,11325,2434,2624,2336
"207","Alabama",2022-08-28,2022,9,1,6560084,968349,3135199,2557143,10123,2294,2391,2190
"208","Alabama",2022-09-04,2022,10,1,6566505,970025,3136836,2558655,6421,1676,1637,1512
"209","Alabama",2022-09-11,2022,11,1,6578223,971771,3139166,2560721,11718,1746,2330,2066
"210","Alabama",2022-09-18,2022,12,1,6594010,974216,3141540,2562850,15787,2445,2374,2129
"211","Alabama",2022-09-25,2022,13,1,6612131,976959,3144023,2565135,18121,2743,2483,2285
"212","Alabama",2022-10-02,2022,14,1,6631238,980686,3146465,2569128,19107,3727,2442,3993
"213","Alabama",2022-10-09,2022,15,1,6649782,983521,3148955,2571271,18544,2835,2490,2143
"214","Alabama",2022-10-16,2022,16,1,6671583,986791,3151575,2573679,21801,3270,2620,2408
"215","Alabama",2022-10-23,2022,17,1,6693189,990084,3154393,2576256,21606,3293,2818,2577
"216","Alabama",2022-10-30,2022,18,1,6717542,993944,3157415,2578974,24353,3860,3022,2718
"217","Alabama",2022-11-06,2022,19,1,6735771,997092,3159894,2581155,18229,3148,2479,2181
"218","Alabama",2022-11-13,2022,20,1,6751023,999677,3161944,2583088,15252,2585,2050,1933
"219","Alabama",2022-11-20,2022,21,1,6765053,1001989,3164265,2585033,14030,2312,2321,1945
"220","Alabama",2022-11-27,2022,22,1,6873874,1017174,3171595,2593348,108821,15185,7330,8315
"221","Alabama",2022-12-04,2022,23,1,6888090,1019451,3173348,2594922,14216,2277,1753,1574
"222","Alabama",2022-12-11,2022,24,1,6904805,1022093,3175322,2596623,16715,2642,1974,1701
"223","Alabama",2022-12-18,2022,25,1,6919202,1024429,3177045,2598164,14397,2336,1723,1541
"224","Alabama",2022-12-25,2022,26,1,6929554,1026310,3178492,2599499,10352,1881,1447,1335
"225","Alabama",2023-01-01,2022,27,1,6937933,1027615,3179484,2600660,8379,1305,992,1161
"226","Alabama",2023-01-08,2022,28,1,6947815,1029338,3180917,2601816,9882,1723,1433,1156
"227","Alabama",2023-01-15,2022,29,1,6957265,1030961,3182328,2602885,9450,1623,1411,1069
"228","Alabama",2023-01-22,2022,30,1,6964516,1032240,3183439,2603753,7251,1279,1111,868
"229","Alabama",2023-01-29,2022,31,1,6971439,1033545,3184573,2604726,6923,1305,1134,973
"230","Alabama",2023-02-05,2022,32,1,6976100,1034364,3185414,2605439,4661,819,841,713
"231","Alabama",2023-02-12,2022,33,1,6980749,1035217,3186211,2606107,4649,853,797,668
"232","Alabama",2023-02-19,2022,34,1,6984197,1035839,3186861,2606627,3448,622,650,520
"233","Alabama",2023-02-26,2022,35,1,6988067,1036571,3187500,2607186,3870,732,639,559
"234","Alabama",2023-03-05,2022,36,1,6988067,1036571,3187500,2607186,0,0,0,0
"235","Alaska",2020-12-13,2020,25,1,2,0,0,0,2,0,0,0
"236","Alaska",2020-12-20,2020,26,1,10612,0,0,0,10610,0,0,0
"237","Alaska",2020-12-27,2020,27,1,16504,0,0,0,5892,0,0,0
"238","Alaska",2021-01-03,2020,27,1,24562,0,0,0,8058,0,0,0
"239","Alaska",2021-01-10,2020,28,1,49039,0,0,0,24477,0,0,0
"240","Alaska",2021-01-17,2020,29,1,81096,0,0,0,32057,0,0,0
"241","Alaska",2021-01-24,2020,30,1,110396,0,0,0,29300,0,0,0
"242","Alaska",2021-01-31,2020,31,1,134002,0,0,0,23606,0,0,0
"243","Alaska",2021-02-07,2020,32,1,167436,0,0,0,33434,0,0,0
"244","Alaska",2021-02-14,2020,33,1,216223,0,144083,0,48787,0,144083,0
"245","Alaska",2021-02-21,2020,34,1,254334,0,161595,0,38111,0,17512,0
"246","Alaska",2021-02-28,2020,35,1,281467,0,174588,106558,27133,0,12993,106558
"247","Alaska",2021-03-07,2020,36,1,318526,0,193951,124170,37059,0,19363,17612
"248","Alaska",2021-03-14,2020,37,1,356055,0,216781,140169,37529,0,22830,15999
"249","Alaska",2021-03-21,2020,38,1,389775,0,239599,153706,33720,0,22818,13537
"250","Alaska",2021-03-28,2020,39,1,415690,0,252586,167561,25915,0,12987,13855
"251","Alaska",2021-04-04,2020,40,1,448337,0,265468,189958,32647,0,12882,22397
"252","Alaska",2021-04-11,2020,41,1,504860,0,286100,228333,56523,0,20632,38375
"253","Alaska",2021-04-18,2020,42,1,533546,0,298047,244728,28686,0,11947,16395
"254","Alaska",2021-04-25,2020,43,1,552792,0,305395,256564,19246,0,7348,11836
"255","Alaska",2021-05-02,2020,44,1,569040,0,311397,266960,16248,0,6002,10396
"256","Alaska",2021-05-09,2020,45,1,580781,0,316924,274293,11741,0,5527,7333
"257","Alaska",2021-05-16,2020,46,1,595885,0,327119,280509,15104,0,10195,6216
"258","Alaska",2021-05-23,2020,47,1,607946,0,335110,285759,12061,0,7991,5250
"259","Alaska",2021-05-30,2020,48,1,616473,0,340100,290096,8527,0,4990,4337
"260","Alaska",2021-06-06,2020,49,1,627519,0,344459,297192,11046,0,4359,7096
"261","Alaska",2021-06-13,2020,50,1,637512,0,348668,303696,9993,0,4209,6504
"262","Alaska",2021-06-20,2020,51,1,644782,0,352136,307888,7270,0,3468,4192
"263","Alaska",2021-06-27,2020,52,1,667278,0,362684,318366,22496,0,10548,10478
"264","Alaska",2021-07-04,2021,1,1,680539,0,367466,324403,13261,0,4782,6037
"265","Alaska",2021-07-11,2021,2,1,686971,0,370746,327943,6432,0,3280,3540
"266","Alaska",2021-07-18,2021,3,1,690518,0,372132,330406,3547,0,1386,2463
"267","Alaska",2021-07-25,2021,4,1,696377,0,376154,332678,5859,0,4022,2272
"268","Alaska",2021-08-01,2021,5,1,702821,0,380643,335163,6444,0,4489,2485
"269","Alaska",2021-08-08,2021,6,1,707991,0,384191,337234,5170,0,3548,2071
"270","Alaska",2021-08-15,2021,7,1,715503,0,388778,340377,7512,0,4587,3143
"271","Alaska",2021-08-22,2021,8,1,724964,0,393512,343905,9461,0,4734,3528
"272","Alaska",2021-08-29,2021,9,1,735293,0,399260,347081,10329,0,5748,3176
"273","Alaska",2021-09-05,2021,10,1,752270,0,406535,352639,16977,0,7275,5558
"274","Alaska",2021-09-12,2021,11,1,763376,0,411978,356784,11106,0,5443,4145
"275","Alaska",2021-09-19,2021,12,1,775360,0,415602,363893,11984,0,3624,7109
"276","Alaska",2021-09-26,2021,13,1,794992,0,419730,370883,19632,0,4128,6990
"277","Alaska",2021-10-03,2021,14,1,810238,0,423085,373950,15246,0,3355,3067
"278","Alaska",2021-10-10,2021,15,1,823566,0,426234,376935,13328,0,3149,2985
"279","Alaska",2021-10-17,2021,16,1,849541,38499,430458,381595,25975,38499,4224,4660
"280","Alaska",2021-10-24,2021,17,1,867221,50340,434005,384597,17680,11841,3547,3002
"281","Alaska",2021-10-31,2021,18,1,887652,65533,437494,387028,20431,15193,3489,2431
"282","Alaska",2021-11-07,2021,19,1,906244,78283,441944,389255,18592,12750,4450,2227
"283","Alaska",2021-11-14,2021,20,1,934076,91487,451692,393678,27832,13204,9748,4423
"284","Alaska",2021-11-21,2021,21,1,946031,98481,455580,395164,11955,6994,3888,1486
"285","Alaska",2021-11-28,2021,22,1,967612,109861,462617,399052,21581,11380,7037,3888
"286","Alaska",2021-12-05,2021,23,1,988502,120768,467390,404816,20890,10907,4773,5764
"287","Alaska",2021-12-12,2021,24,1,1003930,129656,470791,408396,15428,8888,3401,3580
"288","Alaska",2021-12-19,2021,25,1,1015205,136722,473540,410338,11275,7066,2749,1942
"289","Alaska",2021-12-26,2021,26,1,1026473,143539,476117,412432,11268,6817,2577,2094
"290","Alaska",2022-01-02,2021,27,1,1035725,148931,478534,414195,9252,5392,2417,1763
"291","Alaska",2022-01-09,2021,28,1,1046079,155044,481333,416321,10354,6113,2799,2126
"292","Alaska",2022-01-16,2021,29,1,1057386,161906,493878,425012,11307,6862,12545,8691
"293","Alaska",2022-01-23,2021,30,1,1065580,167017,495790,426402,8194,5111,1912,1390
