"","Province_State","Week","MMWRyear","MMWRweek","MMWRday","Doses_admin_yf","Total_additional_doses_yf","People_at_least_one_dose_yf","People_fully_vaccinated_yf","Doses_admin_yf_daily","Total_additional_doses_yf_daily","People_at_least_one_dose_yf_daily","People_fully_vaccinated_yf_daily"
"3294","Nebraska",2021-04-11,2020,41,1,1256055,0,775900,524782,148432,0,76637,86188
"3295","Nebraska",2021-04-18,2020,42,1,1339495,0,811583,574166,83440,0,35683,49384
"3296","Nebraska",2021-04-25,2020,43,1,1412904,0,833481,626635,73409,0,21898,52469
"3297","Nebraska",2021-05-02,2020,44,1,1497021,0,853824,691749,84117,0,20343,65114
"3298","Nebraska",2021-05-09,2020,45,1,1584643,0,879765,755723,87622,0,25941,63974
"3299","Nebraska",2021-05-16,2020,46,1,1627690,0,899003,780712,43047,0,19238,24989
"3300","Nebraska",2021-05-23,2020,47,1,1678709,0,925663,806778,51019,0,26660,26066
"3301","Nebraska",2021-05-30,2020,48,1,1715953,0,943768,826922,37244,0,18105,20144
"3302","Nebraska",2021-06-06,2020,49,1,1746610,0,955444,846848,30657,0,11676,19926
"3303","Nebraska",2021-06-13,2020,50,1,1785078,0,968397,873204,38468,0,12953,26356
"3304","Nebraska",2021-06-20,2020,51,1,1847972,0,993328,910632,62894,0,24931,37428
"3305","Nebraska",2021-06-27,2020,52,1,1868841,0,1002403,924552,20869,0,9075,13920
"3306","Nebraska",2021-07-04,2021,1,1,1881237,0,1007957,931695,12396,0,5554,7143
"3307","Nebraska",2021-07-11,2021,2,1,1900601,0,1017302,941734,19364,0,9345,10039
"3308","Nebraska",2021-07-18,2021,3,1,1911332,0,1023358,946626,10731,0,6056,4892
"3309","Nebraska",2021-07-25,2021,4,1,1938397,0,1040464,956540,27065,0,17106,9914
"3310","Nebraska",2021-08-01,2021,5,1,1963235,0,1057678,964529,24838,0,17214,7989
"3311","Nebraska",2021-08-08,2021,6,1,1989219,0,1074802,973593,25984,0,17124,9064
"3312","Nebraska",2021-08-15,2021,7,1,2011991,0,1087855,982282,22772,0,13053,8689
"3313","Nebraska",2021-08-22,2021,8,1,2047172,0,1103616,998122,35181,0,15761,15840
"3314","Nebraska",2021-08-29,2021,9,1,2079984,0,1117540,1013950,32812,0,13924,15828
"3315","Nebraska",2021-09-05,2021,10,1,2102852,0,1126177,1025995,22868,0,8637,12045
"3316","Nebraska",2021-09-12,2021,11,1,2126324,0,1135425,1037931,23472,0,9248,11936
"3317","Nebraska",2021-09-19,2021,12,1,2147734,0,1142958,1049418,21410,0,7533,11487
"3318","Nebraska",2021-09-26,2021,13,1,2174668,0,1150147,1058664,26934,0,7189,9246
"3319","Nebraska",2021-10-03,2021,14,1,2216436,0,1157819,1067098,41768,0,7672,8434
"3320","Nebraska",2021-10-10,2021,15,1,2246172,0,1163586,1073676,29736,0,5767,6578
"3321","Nebraska",2021-10-17,2021,16,1,2282268,84534,1171425,1081246,36096,84534,7839,7570
"3322","Nebraska",2021-10-24,2021,17,1,2327593,116959,1178357,1086941,45325,32425,6932,5695
"3323","Nebraska",2021-10-31,2021,18,1,2380601,157644,1185648,1092256,53008,40685,7291,5315
"3324","Nebraska",2021-11-07,2021,19,1,2432620,191886,1198978,1097089,52019,34242,13330,4833
"3325","Nebraska",2021-11-14,2021,20,1,2500676,233202,1218248,1102213,68056,41316,19270,5124
"3326","Nebraska",2021-11-21,2021,21,1,2557474,271127,1232270,1106433,56798,37925,14022,4220
"3327","Nebraska",2021-11-28,2021,22,1,2617961,309689,1244353,1115757,60487,38562,12083,9324
"3328","Nebraska",2021-12-05,2021,23,1,2710157,369523,1258410,1133063,92196,59834,14057,17306
"3329","Nebraska",2021-12-12,2021,24,1,2772483,409506,1268490,1144861,62326,39983,10080,11798
"3330","Nebraska",2021-12-19,2021,25,1,2816182,438548,1276439,1151400,43699,29042,7949,6539
"3331","Nebraska",2021-12-26,2021,26,1,2857010,464203,1284316,1157828,40828,25655,7877,6428
"3332","Nebraska",2022-01-02,2021,27,1,2900506,489754,1293501,1165574,43496,25551,9185,7746
"3333","Nebraska",2022-01-09,2021,28,1,2942034,515511,1302180,1172033,41528,25757,8679,6459
"3334","Nebraska",2022-01-16,2021,29,1,2976720,536721,1320367,1183666,34686,21210,18187,11633
"3335","Nebraska",2022-01-23,2021,30,1,3004712,552793,1326522,1188960,27992,16072,6155,5294
"3336","Nebraska",2022-01-30,2021,31,1,3026209,563229,1331508,1194784,21497,10436,4986,5824
"3337","Nebraska",2022-02-06,2021,32,1,3039949,569429,1334830,1198991,13740,6200,3322,4207
"3338","Nebraska",2022-02-13,2021,33,1,3066102,576463,1338704,1204295,26153,7034,3874,5304
"3339","Nebraska",2022-02-20,2021,34,1,3078298,581793,1341297,1207928,12196,5330,2593,3633
"3340","Nebraska",2022-02-27,2021,35,1,3088381,585914,1343478,1210797,10083,4121,2181,2869
"3341","Nebraska",2022-03-06,2021,36,1,3095113,588608,1344913,1212925,6732,2694,1435,2128
"3342","Nebraska",2022-03-13,2021,37,1,3102435,591677,1346506,1215004,7322,3069,1593,2079
"3343","Nebraska",2022-03-20,2021,38,1,3109054,594613,1347982,1216742,6619,2936,1476,1738
"3344","Nebraska",2022-03-27,2021,39,1,3134581,610711,1352296,1221469,25527,16098,4314,4727
"3345","Nebraska",2022-04-03,2021,40,1,3148239,613918,1353923,1223515,13658,3207,1627,2046
"3346","Nebraska",2022-04-10,2021,41,1,3169859,617137,1356028,1225968,21620,3219,2105,2453
"3347","Nebraska",2022-04-17,2021,42,1,3187147,619562,1357759,1227854,17288,2425,1731,1886
"3348","Nebraska",2022-04-24,2021,43,1,3204276,621638,1359156,1229392,17129,2076,1397,1538
"3349","Nebraska",2022-05-01,2021,44,1,3214216,623204,1360225,1230485,9940,1566,1069,1093
"3350","Nebraska",2022-05-08,2021,45,1,3231377,625893,1361915,1232382,17161,2689,1690,1897
"3351","Nebraska",2022-05-15,2021,46,1,3231479,625956,1362153,1232526,102,63,238,144
"3352","Nebraska",2022-05-22,2021,47,1,3251362,629103,1364022,1234397,19883,3147,1869,1871
"3353","Nebraska",2022-05-29,2021,48,1,3251426,629151,1364262,1234502,64,48,240,105
"3354","Nebraska",2022-06-05,2021,49,1,3275258,634029,1366599,1236808,23832,4878,2337,2306
"3355","Nebraska",2022-06-12,2021,50,1,3290082,637342,1368008,1238135,14824,3313,1409,1327
"3356","Nebraska",2022-06-19,2021,51,1,3298671,639292,1368934,1239089,8589,1950,926,954
"3357","Nebraska",2022-06-26,2021,52,1,3301814,645436,1371191,1239669,3143,6144,2257,580
"3358","Nebraska",2022-07-03,2022,1,1,3311729,647984,1372983,1240775,9915,2548,1792,1106
"3359","Nebraska",2022-07-10,2022,2,1,3319966,649859,1375021,1241668,8237,1875,2038,893
"3360","Nebraska",2022-07-17,2022,3,1,3320203,649966,1375249,1241910,237,107,228,242
"3361","Nebraska",2022-07-24,2022,4,1,3348454,655791,1379267,1244951,28251,5825,4018,3041
"3362","Nebraska",2022-07-31,2022,5,1,3361937,658900,1381210,1246252,13483,3109,1943,1301
"3363","Nebraska",2022-08-07,2022,6,1,3372610,661952,1383135,1248727,10673,3052,1925,2475
"3364","Nebraska",2022-08-14,2022,7,1,3381110,664368,1384776,1249914,8500,2416,1641,1187
"3365","Nebraska",2022-08-21,2022,8,1,3387286,665860,1385996,1250811,6176,1492,1220,897
"3366","Nebraska",2022-08-28,2022,9,1,3394554,667481,1387448,1252003,7268,1621,1452,1192
"3367","Nebraska",2022-09-04,2022,10,1,3401461,668802,1389011,1253360,6907,1321,1563,1357
"3368","Nebraska",2022-09-11,2022,11,1,3405439,669452,1389824,1254141,3978,650,813,781
"3369","Nebraska",2022-09-18,2022,12,1,3414742,670451,1391014,1255260,9303,999,1190,1119
"3370","Nebraska",2022-09-25,2022,13,1,3451226,673360,1393418,1257663,36484,2909,2404,2403
"3371","Nebraska",2022-10-02,2022,14,1,3467406,675472,1394715,1259405,16180,2112,1297,1742
"3372","Nebraska",2022-10-09,2022,15,1,3489100,677307,1396070,1260587,21694,1835,1355,1182
"3373","Nebraska",2022-10-16,2022,16,1,3527696,680618,1398433,1262704,38596,3311,2363,2117
"3374","Nebraska",2022-10-23,2022,17,1,3529237,680921,1398886,1262993,1541,303,453,289
"3375","Nebraska",2022-10-30,2022,18,1,3569949,684583,1401699,1265558,40712,3662,2813,2565
"3376","Nebraska",2022-11-06,2022,19,1,3626165,690374,1405323,1268835,56216,5791,3624,3277
"3377","Nebraska",2022-11-13,2022,20,1,3648186,692949,1406964,1270263,22021,2575,1641,1428
"3378","Nebraska",2022-11-20,2022,21,1,3681997,696766,1409382,1272515,33811,3817,2418,2252
"3379","Nebraska",2022-11-27,2022,22,1,3694014,698394,1410374,1273360,12017,1628,992,845
"3380","Nebraska",2022-12-04,2022,23,1,3707855,700112,1411613,1274498,13841,1718,1239,1138
"3381","Nebraska",2022-12-11,2022,24,1,3708280,700270,1411817,1274622,425,158,204,124
"3382","Nebraska",2022-12-18,2022,25,1,3735382,703611,1413964,1276662,27102,3341,2147,2040
"3383","Nebraska",2022-12-25,2022,26,1,3735602,703721,1414102,1276735,220,110,138,73
"3384","Nebraska",2023-01-01,2022,27,1,3750914,705746,1415475,1277956,15312,2025,1373,1221
"3385","Nebraska",2023-01-08,2022,28,1,3757629,706726,1416261,1278658,6715,980,786,702
"3386","Nebraska",2023-01-15,2022,29,1,3766666,707989,1417182,1279481,9037,1263,921,823
"3387","Nebraska",2023-01-22,2022,30,1,3772571,708955,1417897,1280112,5905,966,715,631
"3388","Nebraska",2023-01-29,2022,31,1,3777423,709768,1418530,1280669,4852,813,633,557
"3389","Nebraska",2023-02-05,2022,32,1,3781669,710523,1419187,1281226,4246,755,657,557
"3390","Nebraska",2023-02-12,2022,33,1,3785849,711185,1419824,1281748,4180,662,637,522
"3391","Nebraska",2023-02-19,2022,34,1,3788965,711744,1420300,1282185,3116,559,476,437
"3392","Nebraska",2023-02-26,2022,35,1,3792085,712312,1420762,1282631,3120,568,462,446
"3393","Nebraska",2023-03-05,2022,36,1,3792085,712312,1420762,1282631,0,0,0,0
"3394","Nevada",2020-12-13,2020,25,1,1889,0,0,0,1889,0,0,0
"3395","Nevada",2020-12-20,2020,26,1,19041,0,0,0,17152,0,0,0
"3396","Nevada",2020-12-27,2020,27,1,29394,0,0,0,10353,0,0,0
"3397","Nevada",2021-01-03,2020,27,1,44656,0,0,0,15262,0,0,0
"3398","Nevada",2021-01-10,2020,28,1,83674,0,0,0,39018,0,0,0
"3399","Nevada",2021-01-17,2020,29,1,126458,0,0,0,42784,0,0,0
"3400","Nevada",2021-01-24,2020,30,1,210185,0,0,0,83727,0,0,0
"3401","Nevada",2021-01-31,2020,31,1,304323,0,0,0,94138,0,0,0
"3402","Nevada",2021-02-07,2020,32,1,394172,0,0,0,89849,0,0,0
"3403","Nevada",2021-02-14,2020,33,1,522332,0,377019,0,128160,0,377019,0
"3404","Nevada",2021-02-21,2020,34,1,642562,0,427656,0,120230,0,50637,0
"3405","Nevada",2021-02-28,2020,35,1,773285,0,493295,261168,130723,0,65639,261168
"3406","Nevada",2021-03-07,2020,36,1,930754,0,585867,328394,157469,0,92572,67226
"3407","Nevada",2021-03-14,2020,37,1,1086559,0,689756,386703,155805,0,103889,58309
"3408","Nevada",2021-03-21,2020,38,1,1243965,0,794374,446240,157406,0,104618,59537
"3409","Nevada",2021-03-28,2020,39,1,1399135,0,883760,514603,155170,0,89386,68363
"3410","Nevada",2021-04-04,2020,40,1,1576189,0,982312,603867,177054,0,98552,89264
"3411","Nevada",2021-04-11,2020,41,1,1774080,0,1094142,708126,197891,0,111830,104259
"3412","Nevada",2021-04-18,2020,42,1,1922250,0,1162079,786816,148170,0,67937,78690
"3413","Nevada",2021-04-25,2020,43,1,2051105,0,1219581,857021,128855,0,57502,70205
"3414","Nevada",2021-05-02,2020,44,1,2167439,0,1259626,937081,116334,0,40045,80060
"3415","Nevada",2021-05-09,2020,45,1,2277475,0,1296725,1016557,110036,0,37099,79476
"3416","Nevada",2021-05-16,2020,46,1,2392968,0,1342834,1072757,115493,0,46109,56200
"3417","Nevada",2021-05-23,2020,47,1,2478269,0,1387913,1119961,85301,0,45079,47204
"3418","Nevada",2021-05-30,2020,48,1,2535207,0,1418973,1151116,56938,0,31060,31155
"3419","Nevada",2021-06-06,2020,49,1,2590262,0,1444581,1183999,55055,0,25608,32883
"3420","Nevada",2021-06-13,2020,50,1,2667757,0,1477206,1233520,77495,0,32625,49521
"3421","Nevada",2021-06-20,2020,51,1,2707225,0,1494846,1258947,39468,0,17640,25427
"3422","Nevada",2021-06-27,2020,52,1,2790009,0,1537439,1298818,82784,0,42593,39871
"3423","Nevada",2021-07-04,2021,1,1,2830843,0,1561919,1316396,40834,0,24480,17578
"3424","Nevada",2021-07-11,2021,2,1,2867707,0,1586745,1330894,36864,0,24826,14498
"3425","Nevada",2021-07-18,2021,3,1,2908084,0,1613536,1346575,40377,0,26791,15681
"3426","Nevada",2021-07-25,2021,4,1,2957621,0,1647017,1364717,49537,0,33481,18142
"3427","Nevada",2021-08-01,2021,5,1,3010544,0,1682374,1384243,52923,0,35357,19526
"3428","Nevada",2021-08-08,2021,6,1,3061607,0,1714566,1405111,51063,0,32192,20868
"3429","Nevada",2021-08-15,2021,7,1,3114923,0,1742907,1428942,53316,0,28341,23831
"3430","Nevada",2021-08-22,2021,8,1,3173633,0,1771086,1456877,58710,0,28179,27935
"3431","Nevada",2021-08-29,2021,9,1,3228433,0,1796770,1484531,54800,0,25684,27654
"3432","Nevada",2021-09-05,2021,10,1,3270809,0,1816106,1505304,42376,0,19336,20773
"3433","Nevada",2021-09-12,2021,11,1,3318560,0,1838733,1528384,47751,0,22627,23080
"3434","Nevada",2021-09-19,2021,12,1,3359425,0,1857191,1549384,40865,0,18458,21000
"3435","Nevada",2021-09-26,2021,13,1,3403348,0,1873602,1564967,43923,0,16411,15583
"3436","Nevada",2021-10-03,2021,14,1,3464385,0,1893416,1582597,61037,0,19814,17630
"3437","Nevada",2021-10-10,2021,15,1,3508941,0,1908579,1596377,44556,0,15163,13780
"3438","Nevada",2021-10-17,2021,16,1,3558077,89664,1928892,1612942,49136,89664,20313,16565
"3439","Nevada",2021-10-24,2021,17,1,3624178,124009,1946903,1627621,66101,34345,18011,14679
"3440","Nevada",2021-10-31,2021,18,1,3693009,164789,1964166,1640000,68831,40780,17263,12379
"3441","Nevada",2021-11-07,2021,19,1,3775032,209553,1988657,1653097,82023,44764,24491,13097
"3442","Nevada",2021-11-14,2021,20,1,3849347,246561,2012977,1663131,74315,37008,24320,10034
"3443","Nevada",2021-11-21,2021,21,1,3908996,280372,2030864,1670646,59649,33811,17887,7515
"3444","Nevada",2021-11-28,2021,22,1,3999155,329849,2055759,1686035,90159,49477,24895,15389
"3445","Nevada",2021-12-05,2021,23,1,4092982,382315,2079676,1703212,93827,52466,23917,17177
"3446","Nevada",2021-12-12,2021,24,1,4179236,429390,2102815,1718890,86254,47075,23139,15678
"3447","Nevada",2021-12-19,2021,25,1,4265311,478839,2126177,1731067,86075,49449,23362,12177
"3448","Nevada",2021-12-26,2021,26,1,4328364,511655,2145217,1740780,63053,32816,19040,9713
"3449","Nevada",2022-01-02,2021,27,1,4391600,542929,2165502,1751608,63236,31274,20285,10828
"3450","Nevada",2022-01-09,2021,28,1,4465856,581329,2189105,1764480,74256,38400,23603,12872
"3451","Nevada",2022-01-16,2021,29,1,4525127,610901,2227249,1786288,59271,29572,38144,21808
"3452","Nevada",2022-01-23,2021,30,1,4571775,633052,2240974,1796733,46648,22151,13725,10445
"3453","Nevada",2022-01-30,2021,31,1,4608637,648403,2252435,1807495,36862,15351,11461,10762
"3454","Nevada",2022-02-06,2021,32,1,4641908,661412,2262940,1818013,33271,13009,10505,10518
"3455","Nevada",2022-02-13,2021,33,1,4685518,672108,2271706,1830651,43610,10696,8766,12638
"3456","Nevada",2022-02-20,2021,34,1,4705478,679837,2278153,1836803,19960,7729,6447,6152
"3457","Nevada",2022-02-27,2021,35,1,4722078,685922,2283557,1842121,16600,6085,5404,5318
"3458","Nevada",2022-03-06,2021,36,1,4749728,690944,2288220,1846741,27650,5022,4663,4620
"3459","Nevada",2022-03-13,2021,37,1,4768680,695636,2292164,1850322,18952,4692,3944,3581
"3460","Nevada",2022-03-20,2021,38,1,4780116,700067,2295906,1853387,11436,4431,3742,3065
"3461","Nevada",2022-03-27,2021,39,1,4791380,704013,2299290,1856183,11264,3946,3384,2796
"3462","Nevada",2022-04-03,2021,40,1,4819308,708970,2303610,1860145,27928,4957,4320,3962
"3463","Nevada",2022-04-10,2021,41,1,4846899,713544,2308282,1864022,27591,4574,4672,3877
"3464","Nevada",2022-04-17,2021,42,1,4869966,717500,2312504,1868613,23067,3956,4222,4591
"3465","Nevada",2022-04-24,2021,43,1,4891442,721389,2316445,1871826,21476,3889,3941,3213
"3466","Nevada",2022-05-01,2021,44,1,4912467,725339,2319924,1874878,21025,3950,3479,3052
"3467","Nevada",2022-05-08,2021,45,1,4930247,728953,2323233,1877793,17780,3614,3309,2915
"3468","Nevada",2022-05-15,2021,46,1,4948903,732399,2326600,1880339,18656,3446,3367,2546
"3469","Nevada",2022-05-22,2021,47,1,4969158,736460,2330078,1883167,20255,4061,3478,2828
"3470","Nevada",2022-05-29,2021,48,1,4985405,740017,2332952,1885488,16247,3557,2874,2321
"3471","Nevada",2022-06-05,2021,49,1,5004076,743848,2336264,1888110,18671,3831,3312,2622
"3472","Nevada",2022-06-12,2021,50,1,5016725,746785,2338698,1889883,12649,2937,2434,1773
"3473","Nevada",2022-06-19,2021,51,1,5028127,749374,2340830,1891499,11402,2589,2132,1616
"3474","Nevada",2022-06-26,2021,52,1,5032542,757764,2345817,1891784,4415,8390,4987,285
"3475","Nevada",2022-07-03,2022,1,1,5042837,760150,2348477,1893392,10295,2386,2660,1608
"3476","Nevada",2022-07-10,2022,2,1,5055218,763304,2351451,1895353,12381,3154,2974,1961
"3477","Nevada",2022-07-17,2022,3,1,5071445,766678,2355012,1897750,16227,3374,3561,2397
"3478","Nevada",2022-07-24,2022,4,1,5085572,769522,2358312,1899773,14127,2844,3300,2023
"3479","Nevada",2022-07-31,2022,5,1,5100859,772770,2361265,1901639,15287,3248,2953,1866
"3480","Nevada",2022-08-07,2022,6,1,5111669,775469,2364233,1904329,10810,2699,2968,2690
"3481","Nevada",2022-08-14,2022,7,1,5120034,777300,2366718,1905926,8365,1831,2485,1597
"3482","Nevada",2022-08-21,2022,8,1,5127825,779037,2368886,1907491,7791,1737,2168,1565
"3483","Nevada",2022-08-28,2022,9,1,5134126,780362,2370734,1908864,6301,1325,1848,1373
"3484","Nevada",2022-09-04,2022,10,1,5136697,780894,2371565,1909521,2571,532,831,657
"3485","Nevada",2022-09-11,2022,11,1,5152562,782864,2373876,1911480,15865,1970,2311,1959
"3486","Nevada",2022-09-18,2022,12,1,5180693,786211,2377382,1914174,28131,3347,3506,2694
"3487","Nevada",2022-09-25,2022,13,1,5193128,787830,2379388,1915573,12435,1619,2006,1399
"3488","Nevada",2022-10-02,2022,14,1,5238059,794258,2383870,1923256,44931,6428,4482,7683
"3489","Nevada",2022-10-09,2022,15,1,5253947,796259,2386113,1924804,15888,2001,2243,1548
"3490","Nevada",2022-10-16,2022,16,1,5300327,801915,2391396,1928905,46380,5656,5283,4101
"3491","Nevada",2022-10-23,2022,17,1,5315414,803750,2392527,1930260,15087,1835,1131,1355
"3492","Nevada",2022-10-30,2022,18,1,5367331,810646,2392527,1935289,51917,6896,0,5029
"3493","Nevada",2022-11-06,2022,19,1,5394701,814490,2392527,1937967,27370,3844,0,2678
"3494","Nevada",2022-11-13,2022,20,1,5415606,817609,2392527,1940124,20905,3119,0,2157
"3495","Nevada",2022-11-20,2022,21,1,5434662,820497,2392527,1941968,19056,2888,0,1844
"3496","Nevada",2022-11-27,2022,22,1,5446910,822375,2392527,1943199,12248,1878,0,1231
"3497","Nevada",2022-12-04,2022,23,1,5462173,824665,2392527,1944866,15263,2290,0,1667
"3498","Nevada",2022-12-11,2022,24,1,5467352,845322,2392527,1953077,5179,20657,0,8211
"3499","Nevada",2022-12-18,2022,25,1,5489229,848537,2392527,1955051,21877,3215,0,1974
"3500","Nevada",2022-12-25,2022,26,1,5505852,850981,2392527,1956497,16623,2444,0,1446
"3501","Nevada",2023-01-01,2022,27,1,5515294,852397,2392527,1957516,9442,1416,0,1019
"3502","Nevada",2023-01-08,2022,28,1,5524134,853870,2392527,1958455,8840,1473,0,939
"3503","Nevada",2023-01-15,2022,29,1,5533585,855304,2392527,1959419,9451,1434,0,964
"3504","Nevada",2023-01-22,2022,30,1,5539472,856263,2392527,1960085,5887,959,0,666
"3505","Nevada",2023-01-29,2022,31,1,5544497,857091,2392527,1960778,5025,828,0,693
"3506","Nevada",2023-02-05,2022,32,1,5548847,857899,2392527,1961477,4350,808,0,699
"3507","Nevada",2023-02-12,2022,33,1,5552170,858528,2392527,1961954,3323,629,0,477
"3508","Nevada",2023-02-19,2022,34,1,5555225,859041,2392527,1962333,3055,513,0,379
"3509","Nevada",2023-02-26,2022,35,1,5558573,859589,2392527,1962779,3348,548,0,446
"3510","Nevada",2023-03-05,2022,36,1,5558573,859589,2392527,1962779,0,0,0,0
"3511","New Hampshire",2020-12-13,2020,25,1,3071,0,0,0,3071,0,0,0
"3512","New Hampshire",2020-12-20,2020,26,1,9245,0,0,0,6174,0,0,0
"3513","New Hampshire",2020-12-27,2020,27,1,25564,0,0,0,16319,0,0,0
"3514","New Hampshire",2021-01-03,2020,27,1,47621,0,0,0,22057,0,0,0
"3515","New Hampshire",2021-01-10,2020,28,1,63341,0,0,0,15720,0,0,0
"3516","New Hampshire",2021-01-17,2020,29,1,85595,0,0,0,22254,0,0,0
"3517","New Hampshire",2021-01-24,2020,30,1,117408,0,0,0,31813,0,0,0
"3518","New Hampshire",2021-01-31,2020,31,1,153145,0,0,0,35737,0,0,0
"3519","New Hampshire",2021-02-07,2020,32,1,191114,0,0,0,37969,0,0,0
"3520","New Hampshire",2021-02-14,2020,33,1,241386,0,173348,0,50272,0,173348,0
"3521","New Hampshire",2021-02-21,2020,34,1,299874,0,215730,0,58488,0,42382,0
"3522","New Hampshire",2021-02-28,2020,35,1,358497,0,261912,109525,58623,0,46182,109525
"3523","New Hampshire",2021-03-07,2020,36,1,431296,0,315641,140893,72799,0,53729,31368
"3524","New Hampshire",2021-03-14,2020,37,1,500911,0,359702,172604,69615,0,44061,31711
"3525","New Hampshire",2021-03-21,2020,38,1,574612,0,399555,211634,73701,0,39853,39030
"3526","New Hampshire",2021-03-28,2020,39,1,721042,0,509351,252302,146430,0,109796,40668
"3527","New Hampshire",2021-04-04,2020,40,1,889074,0,637905,301313,168032,0,128554,49011
"3528","New Hampshire",2021-04-11,2020,41,1,1075608,0,781912,372094,186534,0,144007,70781
"3529","New Hampshire",2021-04-18,2020,42,1,1120433,0,802260,397718,44825,0,20348,25624
"3530","New Hampshire",2021-04-25,2020,43,1,1142049,0,807366,404833,21616,0,5106,7115
"3531","New Hampshire",2021-05-02,2020,44,1,1152085,0,807366,447391,10036,0,0,42558
"3532","New Hampshire",2021-05-09,2020,45,1,1204745,0,808746,479672,52660,0,1379,32281
"3533","New Hampshire",2021-05-16,2020,46,1,1332600,0,834020,555472,127855,0,25274,75800
"3534","New Hampshire",2021-05-23,2020,47,1,1384838,0,834020,658822,52238,0,0,103350
"3535","New Hampshire",2021-05-30,2020,48,1,1413342,0,834020,679875,28504,0,0,21053
"3536","New Hampshire",2021-06-06,2020,49,1,1465086,0,834020,718757,51744,0,0,38882
"3537","New Hampshire",2021-06-13,2020,50,1,1491368,0,835842,739161,26282,0,1821,20404
"3538","New Hampshire",2021-06-20,2020,51,1,1508085,0,840340,750563,16717,0,4498,11402
"3539","New Hampshire",2021-06-27,2020,52,1,1534269,0,850551,763489,26184,0,10211,12926
"3540","New Hampshire",2021-07-04,2021,1,1,1557604,0,860906,776565,23335,0,10355,13076
"3541","New Hampshire",2021-07-11,2021,2,1,1569207,0,866542,782619,11603,0,5636,6054
"3542","New Hampshire",2021-07-18,2021,3,1,1578909,0,871767,787212,9702,0,5225,4593
"3543","New Hampshire",2021-07-25,2021,4,1,1590807,0,878998,791860,11898,0,7231,4648
"3544","New Hampshire",2021-08-01,2021,5,1,1601825,0,886175,795930,11018,0,7177,4070
"3545","New Hampshire",2021-08-08,2021,6,1,1615121,0,892051,798677,13296,0,5876,2747
"3546","New Hampshire",2021-08-15,2021,7,1,1630207,0,901100,803959,15086,0,9049,5282
"3547","New Hampshire",2021-08-22,2021,8,1,1679451,0,908786,809260,49244,0,7686,5301
"3548","New Hampshire",2021-08-29,2021,9,1,1698614,0,919052,816787,19163,0,10266,7527
"3549","New Hampshire",2021-09-05,2021,10,1,1708632,0,924288,821161,10018,0,5236,4374
"3550","New Hampshire",2021-09-12,2021,11,1,1724464,0,932637,828048,15832,0,8349,6887
"3551","New Hampshire",2021-09-19,2021,12,1,1735542,0,938383,832891,11078,0,5746,4843
"3552","New Hampshire",2021-09-26,2021,13,1,1756682,0,952975,836777,21140,0,14592,3886
"3553","New Hampshire",2021-10-03,2021,14,1,1783818,0,970668,842004,27136,0,17693,5227
"3554","New Hampshire",2021-10-10,2021,15,1,1850814,0,985579,846629,66996,0,14911,4625
"3555","New Hampshire",2021-10-17,2021,16,1,1876019,11386,1002031,851039,25205,11386,16452,4410
"3556","New Hampshire",2021-10-24,2021,17,1,1908129,13075,1029228,853808,32110,1689,27197,2769
"3557","New Hampshire",2021-10-31,2021,18,1,1957802,23024,1061907,859959,49673,9949,32679,6151
"3558","New Hampshire",2021-11-07,2021,19,1,1991788,26094,1090960,862946,33986,3070,29053,2987
"3559","New Hampshire",2021-11-14,2021,20,1,2055661,40832,1133552,868224,63873,14738,42592,5278
"3560","New Hampshire",2021-11-21,2021,21,1,2116124,49884,1173089,878808,60463,9052,39537,10584
"3561","New Hampshire",2021-11-28,2021,22,1,2153490,53334,1203485,883557,37366,3450,30396,4749
"3562","New Hampshire",2021-12-05,2021,23,1,2191243,57126,1233916,889338,37753,3792,30431,5781
"3563","New Hampshire",2021-12-12,2021,24,1,2281805,87745,1238915,901356,90562,30619,4999,12018
"3564","New Hampshire",2021-12-19,2021,25,1,2360120,116297,1238915,910595,78315,28552,0,9239
"3565","New Hampshire",2021-12-26,2021,26,1,2405480,132018,1238915,915153,45360,15721,0,4558
"3566","New Hampshire",2022-01-02,2021,27,1,2430393,135347,1238915,917641,24913,3329,0,2488
"3567","New Hampshire",2022-01-09,2021,28,1,2487831,159769,1238915,924003,57438,24422,0,6362
"3568","New Hampshire",2022-01-16,2021,29,1,2512178,170871,1238915,930280,24347,11102,0,6277
"3569","New Hampshire",2022-01-23,2021,30,1,2512178,177894,1238915,934043,0,7023,0,3763
"3570","New Hampshire",2022-01-30,2021,31,1,2512178,184488,1238915,938039,0,6594,0,3996
"3571","New Hampshire",2022-02-06,2021,32,1,2512178,190595,1238915,938503,0,6107,0,464
"3572","New Hampshire",2022-02-13,2021,33,1,2512178,196290,1238915,938503,0,5695,0,0
"3573","New Hampshire",2022-02-20,2021,34,1,2512178,197750,1238915,938503,0,1460,0,0
"3574","New Hampshire",2022-02-27,2021,35,1,2512178,227972,1238915,938503,0,30221,0,0
"3575","New Hampshire",2022-03-06,2021,36,1,2512178,245399,1238915,938503,0,17427,0,0
"3576","New Hampshire",2022-03-13,2021,37,1,2512178,284146,1238915,938503,0,38746,0,0
"3577","New Hampshire",2022-03-20,2021,38,1,2512178,304162,1238915,938503,0,20016,0,0
"3578","New Hampshire",2022-03-27,2021,39,1,2512178,381457,1238915,942965,0,77295,0,4461
