"Province_State","Week","MMWRyear","MMWRweek","MMWRday","Population_Estimate","Deaths_yf","Confirmed_Cases_yf","Deaths_Daily","Confirmed_Cases_Daily"
"Utah",2022-06-12,2021,50,1,3381236,4806,968731,13,6522
"Utah",2022-06-19,2021,51,1,3381236,4816,975507,10,6776
"Utah",2022-06-26,2021,52,1,3381236,4834,982895,18,7388
"Utah",2022-07-03,2022,1,1,3381236,4847,989767,13,6872
"Utah",2022-07-10,2022,2,1,3381236,4869,997556,22,7789
"Utah",2022-07-17,2022,3,1,3381236,4884,1004426,15,6870
"Utah",2022-07-24,2022,4,1,3381236,4900,1010292,16,5866
"Utah",2022-07-31,2022,5,1,3381236,4928,1015442,28,5150
"Utah",2022-08-07,2022,6,1,3381236,4940,1020130,12,4688
"Utah",2022-08-14,2022,7,1,3381236,4953,1023669,13,3539
"Utah",2022-08-21,2022,8,1,3381236,4968,1026812,15,3143
"Utah",2022-08-28,2022,9,1,3381236,4981,1029759,13,2947
"Utah",2022-09-04,2022,10,1,3381236,4989,1032129,8,2370
"Utah",2022-09-11,2022,11,1,3381236,5001,1034616,12,2487
"Utah",2022-09-18,2022,12,1,3381236,5011,1036535,10,1919
"Utah",2022-09-25,2022,13,1,3381236,5021,1038416,10,1881
"Utah",2022-10-02,2022,14,1,3381236,5028,1040147,7,1731
"Utah",2022-10-09,2022,15,1,3381236,5034,1041651,6,1504
"Utah",2022-10-16,2022,16,1,3381236,5047,1043353,13,1702
"Utah",2022-10-23,2022,17,1,3381236,5056,1045472,9,2119
"Utah",2022-10-30,2022,18,1,3381236,5065,1047882,9,2410
"Utah",2022-11-06,2022,19,1,3381236,5076,1051263,11,3381
"Utah",2022-11-13,2022,20,1,3381236,5089,1054050,13,2787
"Utah",2022-11-20,2022,21,1,3381236,5110,1058874,21,4824
"Utah",2022-11-27,2022,22,1,3381236,5127,1063268,17,4394
"Utah",2022-12-04,2022,23,1,3381236,5138,1066450,11,3182
"Utah",2022-12-11,2022,24,1,3381236,5161,1069703,23,3253
"Utah",2022-12-18,2022,25,1,3381236,5177,1072581,16,2878
"Utah",2022-12-25,2022,26,1,3381236,5187,1074828,10,2247
"Utah",2023-01-01,2022,27,1,3417734,5206,1077051,19,2223
"Utah",2023-01-08,2022,28,1,3417734,5222,1079001,16,1950
"Utah",2023-01-15,2022,29,1,3417734,5234,1080067,12,1066
"Utah",2023-01-22,2022,30,1,3417734,5253,1081346,19,1279
"Utah",2023-01-29,2022,31,1,3417734,5259,1082596,6,1250
"Utah",2023-02-05,2022,32,1,3417734,5270,1083959,11,1363
"Utah",2023-02-12,2022,33,1,3417734,5273,1085507,3,1548
"Utah",2023-02-19,2022,34,1,3417734,5276,1087149,3,1642
"Utah",2023-02-26,2022,35,1,3417734,5287,1088853,11,1704
"Utah",2023-03-05,2022,36,1,3417734,5298,1090346,11,1493
"Vermont",2020-01-19,2019,30,1,642936,0,0,0,0
"Vermont",2020-01-26,2019,31,1,642936,0,0,0,0
"Vermont",2020-02-02,2019,32,1,642936,0,0,0,0
"Vermont",2020-02-09,2019,33,1,642936,0,0,0,0
"Vermont",2020-02-16,2019,34,1,642936,0,0,0,0
"Vermont",2020-02-23,2019,35,1,642936,0,0,0,0
"Vermont",2020-03-01,2019,36,1,642936,0,0,0,0
"Vermont",2020-03-08,2019,37,1,642936,0,5,0,5
"Vermont",2020-03-15,2019,38,1,642936,2,49,2,44
"Vermont",2020-03-22,2019,39,1,642936,12,211,10,162
"Vermont",2020-03-29,2019,40,1,642936,20,461,8,250
"Vermont",2020-04-05,2019,41,1,642936,25,711,5,250
"Vermont",2020-04-12,2019,42,1,642936,38,803,13,92
"Vermont",2020-04-19,2019,43,1,642936,46,843,8,40
"Vermont",2020-04-26,2019,44,1,642936,51,886,5,43
"Vermont",2020-05-03,2019,45,1,642936,53,921,2,35
"Vermont",2020-05-10,2019,46,1,642936,53,934,0,13
"Vermont",2020-05-17,2019,47,1,642936,54,954,1,20
"Vermont",2020-05-24,2019,48,1,642936,55,977,1,23
"Vermont",2020-05-31,2019,49,1,642936,55,1046,0,69
"Vermont",2020-06-07,2019,50,1,642936,55,1125,0,79
"Vermont",2020-06-14,2019,51,1,642936,56,1147,1,22
"Vermont",2020-06-21,2019,52,1,642936,56,1200,0,53
"Vermont",2020-06-28,2020,1,1,642936,56,1238,0,38
"Vermont",2020-07-05,2020,2,1,642936,56,1283,0,45
"Vermont",2020-07-12,2020,3,1,642936,56,1338,0,55
"Vermont",2020-07-19,2020,4,1,642936,56,1396,0,58
"Vermont",2020-07-26,2020,5,1,642936,57,1421,1,25
"Vermont",2020-08-02,2020,6,1,642936,58,1454,1,33
"Vermont",2020-08-09,2020,7,1,642936,58,1509,0,55
"Vermont",2020-08-16,2020,8,1,642936,58,1553,0,44
"Vermont",2020-08-23,2020,9,1,642936,58,1605,0,52
"Vermont",2020-08-30,2020,10,1,642936,58,1647,0,42
"Vermont",2020-09-06,2020,11,1,642936,58,1677,0,30
"Vermont",2020-09-13,2020,12,1,642936,58,1710,0,33
"Vermont",2020-09-20,2020,13,1,642936,58,1739,0,29
"Vermont",2020-09-27,2020,14,1,642936,58,1778,0,39
"Vermont",2020-10-04,2020,15,1,642936,58,1857,0,79
"Vermont",2020-10-11,2020,16,1,642936,58,1926,0,69
"Vermont",2020-10-18,2020,17,1,642936,58,2043,0,117
"Vermont",2020-10-25,2020,18,1,642936,58,2179,0,136
"Vermont",2020-11-01,2020,19,1,642936,59,2347,1,168
"Vermont",2020-11-08,2020,20,1,642936,59,2843,0,496
"Vermont",2020-11-15,2020,21,1,642936,63,3546,4,703
"Vermont",2020-11-22,2020,22,1,642936,67,4033,4,487
"Vermont",2020-11-29,2020,23,1,642936,79,4894,12,861
"Vermont",2020-12-06,2020,24,1,642936,95,5626,16,732
"Vermont",2020-12-13,2020,25,1,642936,108,6343,13,717
"Vermont",2020-12-20,2020,26,1,642936,121,6966,13,623
"Vermont",2020-12-27,2020,27,1,642936,139,7689,18,723
"Vermont",2021-01-03,2020,27,1,647093,156,8790,17,1101
"Vermont",2021-01-10,2020,28,1,647093,163,9915,7,1125
"Vermont",2021-01-17,2020,29,1,647093,170,10908,7,993
"Vermont",2021-01-24,2020,30,1,647093,173,11831,3,923
"Vermont",2021-01-31,2020,31,1,647093,182,12766,9,935
"Vermont",2021-02-07,2020,32,1,647093,189,13561,7,795
"Vermont",2021-02-14,2020,33,1,647093,196,14359,7,798
"Vermont",2021-02-21,2020,34,1,647093,204,15098,8,739
"Vermont",2021-02-28,2020,35,1,647093,208,15964,4,866
"Vermont",2021-03-07,2020,36,1,647093,214,16698,6,734
"Vermont",2021-03-14,2020,37,1,647093,219,17555,5,857
"Vermont",2021-03-21,2020,38,1,647093,224,18623,5,1068
"Vermont",2021-03-28,2020,39,1,647093,229,19905,5,1282
"Vermont",2021-04-04,2020,40,1,647093,231,20965,2,1060
"Vermont",2021-04-11,2020,41,1,647093,242,21869,11,904
"Vermont",2021-04-18,2020,42,1,647093,244,22479,2,610
"Vermont",2021-04-25,2020,43,1,647093,247,23032,3,553
"Vermont",2021-05-02,2020,44,1,647093,249,23445,2,413
"Vermont",2021-05-09,2020,45,1,647093,252,23847,3,402
"Vermont",2021-05-16,2020,46,1,647093,255,24084,3,237
"Vermont",2021-05-23,2020,47,1,647093,255,24200,0,116
"Vermont",2021-05-30,2020,48,1,647093,256,24252,1,52
"Vermont",2021-06-06,2020,49,1,647093,256,24320,0,68
"Vermont",2021-06-13,2020,50,1,647093,256,24360,0,40
"Vermont",2021-06-20,2020,51,1,647093,256,24392,0,32
"Vermont",2021-06-27,2020,52,1,647093,258,24419,2,27
"Vermont",2021-07-04,2021,1,1,647093,258,24457,0,38
"Vermont",2021-07-11,2021,2,1,647093,258,24550,0,93
"Vermont",2021-07-18,2021,3,1,647093,259,24676,1,126
"Vermont",2021-07-25,2021,4,1,647093,260,24889,1,213
"Vermont",2021-08-01,2021,5,1,647093,260,25320,0,431
"Vermont",2021-08-08,2021,6,1,647093,264,26040,4,720
"Vermont",2021-08-15,2021,7,1,647093,270,26924,6,884
"Vermont",2021-08-22,2021,8,1,647093,275,27835,5,911
"Vermont",2021-08-29,2021,9,1,647093,281,28884,6,1049
"Vermont",2021-09-05,2021,10,1,647093,287,29934,6,1050
"Vermont",2021-09-12,2021,11,1,647093,298,31361,11,1427
"Vermont",2021-09-19,2021,12,1,647093,306,32790,8,1429
"Vermont",2021-09-26,2021,13,1,647093,321,34081,15,1291
"Vermont",2021-10-03,2021,14,1,647093,335,35459,14,1378
"Vermont",2021-10-10,2021,15,1,647093,345,37069,10,1610
"Vermont",2021-10-17,2021,16,1,647093,351,38573,6,1504
"Vermont",2021-10-24,2021,17,1,647093,364,39923,13,1350
"Vermont",2021-10-31,2021,18,1,647093,384,41908,20,1985
"Vermont",2021-11-07,2021,19,1,647093,393,44490,9,2582
"Vermont",2021-11-14,2021,20,1,647093,404,46896,11,2406
"Vermont",2021-11-21,2021,21,1,647093,406,48120,2,1224
"Vermont",2021-11-28,2021,22,1,647093,416,52195,10,4075
"Vermont",2021-12-05,2021,23,1,647093,429,55317,13,3122
"Vermont",2021-12-12,2021,24,1,647093,452,58247,23,2930
"Vermont",2021-12-19,2021,25,1,647093,460,60265,8,2018
"Vermont",2021-12-26,2021,26,1,647093,471,64447,11,4182
"Vermont",2022-01-02,2021,27,1,647110,483,76421,12,11974
"Vermont",2022-01-09,2021,28,1,647110,497,88104,14,11683
"Vermont",2022-01-16,2021,29,1,647110,514,97994,17,9890
"Vermont",2022-01-23,2021,30,1,647110,533,103549,19,5555
"Vermont",2022-01-30,2021,31,1,647110,553,106690,20,3141
"Vermont",2022-02-06,2021,32,1,647110,566,108969,13,2279
"Vermont",2022-02-13,2021,33,1,647110,583,110679,17,1710
"Vermont",2022-02-20,2021,34,1,647110,595,112023,12,1344
"Vermont",2022-02-27,2021,35,1,647110,607,113107,12,1084
"Vermont",2022-03-06,2021,36,1,647110,608,113948,1,841
"Vermont",2022-03-13,2021,37,1,647110,611,114868,3,920
"Vermont",2022-03-20,2021,38,1,647110,615,115849,4,981
"Vermont",2022-03-27,2021,39,1,647110,617,116800,2,951
"Vermont",2022-04-03,2021,40,1,647110,620,117991,3,1191
"Vermont",2022-04-10,2021,41,1,647110,623,119613,3,1622
"Vermont",2022-04-17,2021,42,1,647110,629,121534,6,1921
"Vermont",2022-04-24,2021,43,1,647110,637,123842,8,2308
"Vermont",2022-05-01,2021,44,1,647110,642,126099,5,2257
"Vermont",2022-05-08,2021,45,1,647110,648,128471,6,2372
"Vermont",2022-05-15,2021,46,1,647110,654,129854,6,1383
"Vermont",2022-05-22,2021,47,1,647110,661,131460,7,1606
"Vermont",2022-05-29,2021,48,1,647110,670,132676,9,1216
"Vermont",2022-06-05,2021,49,1,647110,673,133669,3,993
"Vermont",2022-06-12,2021,50,1,647110,679,134415,6,746
"Vermont",2022-06-19,2021,51,1,647110,682,135030,3,615
"Vermont",2022-06-26,2021,52,1,647110,683,135668,1,638
"Vermont",2022-07-03,2022,1,1,647110,687,136145,4,477
"Vermont",2022-07-10,2022,2,1,647110,688,136695,1,550
"Vermont",2022-07-17,2022,3,1,647110,689,137264,1,569
"Vermont",2022-07-24,2022,4,1,647110,693,137649,4,385
"Vermont",2022-07-31,2022,5,1,647110,693,138145,0,496
"Vermont",2022-08-07,2022,6,1,647110,699,138779,6,634
"Vermont",2022-08-14,2022,7,1,647110,702,139226,3,447
"Vermont",2022-08-21,2022,8,1,647110,707,139769,5,543
"Vermont",2022-08-28,2022,9,1,647110,707,140308,0,539
"Vermont",2022-09-04,2022,10,1,647110,715,140740,8,432
"Vermont",2022-09-11,2022,11,1,647110,715,141282,0,542
"Vermont",2022-09-18,2022,12,1,647110,719,141840,4,558
"Vermont",2022-09-25,2022,13,1,647110,719,142443,0,603
"Vermont",2022-10-02,2022,14,1,647110,728,143049,9,606
"Vermont",2022-10-09,2022,15,1,647110,732,143683,4,634
"Vermont",2022-10-16,2022,16,1,647110,734,144346,2,663
"Vermont",2022-10-23,2022,17,1,647110,740,144895,6,549
"Vermont",2022-10-30,2022,18,1,647110,754,145409,14,514
"Vermont",2022-11-06,2022,19,1,647110,763,145838,9,429
"Vermont",2022-11-13,2022,20,1,647110,763,146143,0,305
"Vermont",2022-11-20,2022,21,1,647110,770,146442,7,299
"Vermont",2022-11-27,2022,22,1,647110,770,146777,0,335
"Vermont",2022-12-04,2022,23,1,647110,781,147221,11,444
"Vermont",2022-12-11,2022,24,1,647110,781,147657,0,436
"Vermont",2022-12-18,2022,25,1,647110,791,148031,10,374
"Vermont",2022-12-25,2022,26,1,647110,791,148393,0,362
"Vermont",2023-01-01,2022,27,1,647464,791,148835,0,442
"Vermont",2023-01-08,2022,28,1,647464,881,149298,90,463
"Vermont",2023-01-15,2022,29,1,647464,884,149687,3,389
"Vermont",2023-01-22,2022,30,1,647464,889,150190,5,503
"Vermont",2023-01-29,2022,31,1,647464,894,150668,5,478
"Vermont",2023-02-05,2022,32,1,647464,901,150985,7,317
"Vermont",2023-02-12,2022,33,1,647464,910,151477,9,492
"Vermont",2023-02-19,2022,34,1,647464,910,151477,0,0
"Vermont",2023-02-26,2022,35,1,647464,910,151477,0,0
"Vermont",2023-03-05,2022,36,1,647464,929,152618,19,1141
"Virginia",2020-01-19,2019,30,1,8637193,0,0,0,0
"Virginia",2020-01-26,2019,31,1,8637193,0,0,0,0
"Virginia",2020-02-02,2019,32,1,8637193,0,0,0,0
"Virginia",2020-02-09,2019,33,1,8637193,0,0,0,0
"Virginia",2020-02-16,2019,34,1,8637193,0,0,0,0
"Virginia",2020-02-23,2019,35,1,8637193,0,0,0,0
"Virginia",2020-03-01,2019,36,1,8637193,0,0,0,0
"Virginia",2020-03-08,2019,37,1,8637193,1,37,1,37
"Virginia",2020-03-15,2019,38,1,8637193,3,157,2,120
"Virginia",2020-03-22,2019,39,1,8637193,13,740,10,583
"Virginia",2020-03-29,2019,40,1,8637193,52,2407,39,1667
"Virginia",2020-04-05,2019,41,1,8637193,130,5077,78,2670
"Virginia",2020-04-12,2019,42,1,8637193,258,8053,128,2976
"Virginia",2020-04-19,2019,43,1,8637193,437,12366,179,4313
"Virginia",2020-04-26,2019,44,1,8637193,617,17738,180,5372
"Virginia",2020-05-03,2019,45,1,8637193,827,23196,210,5458
"Virginia",2020-05-10,2019,46,1,8637193,1003,29683,176,6487
"Virginia",2020-05-17,2019,47,1,8637193,1159,35749,156,6066
"Virginia",2020-05-24,2019,48,1,8637193,1370,43611,211,7862
"Virginia",2020-05-31,2019,49,1,8637193,1461,49397,91,5786
"Virginia",2020-06-07,2019,50,1,8637193,1541,53869,80,4472
"Virginia",2020-06-14,2019,51,1,8637193,1607,57443,66,3574
"Virginia",2020-06-21,2019,52,1,8637193,1724,61247,117,3804
"Virginia",2020-06-28,2020,1,1,8637193,1849,65109,125,3862
"Virginia",2020-07-05,2020,2,1,8637193,1962,69782,113,4673
"Virginia",2020-07-12,2020,3,1,8637193,2025,76373,63,6591
"Virginia",2020-07-19,2020,4,1,8637193,2075,83609,50,7236
"Virginia",2020-07-26,2020,5,1,8637193,2215,90801,140,7192
"Virginia",2020-08-02,2020,6,1,8637193,2322,99189,107,8388
"Virginia",2020-08-09,2020,7,1,8637193,2381,105750,59,6561
"Virginia",2020-08-16,2020,8,1,8637193,2443,112072,62,6322
"Virginia",2020-08-23,2020,9,1,8637193,2568,118809,125,6737
"Virginia",2020-08-30,2020,10,1,8637193,2677,125727,109,6918
"Virginia",2020-09-06,2020,11,1,8637193,2722,132868,45,7141
"Virginia",2020-09-13,2020,12,1,8637193,2990,139655,268,6787
"Virginia",2020-09-20,2020,13,1,8637193,3144,145408,154,5753
"Virginia",2020-09-27,2020,14,1,8637193,3270,150803,126,5395
"Virginia",2020-10-04,2020,15,1,8637193,3354,157905,84,7102
"Virginia",2020-10-11,2020,16,1,8637193,3422,165238,68,7333
"Virginia",2020-10-18,2020,17,1,8637193,3578,172372,156,7134
"Virginia",2020-10-25,2020,18,1,8637193,3654,181190,76,8818
"Virginia",2020-11-01,2020,19,1,8637193,3704,190873,50,9683
"Virginia",2020-11-08,2020,20,1,8637193,3799,200799,95,9926
"Virginia",2020-11-15,2020,21,1,8637193,3938,215679,139,14880
"Virginia",2020-11-22,2020,22,1,8637193,4054,233617,116,17938
"Virginia",2020-11-29,2020,23,1,8637193,4197,251173,143,17556
"Virginia",2020-12-06,2020,24,1,8637193,4409,278615,212,27442
"Virginia",2020-12-13,2020,25,1,8637193,4643,302972,234,24357
"Virginia",2020-12-20,2020,26,1,8637193,4840,329577,197,26605
"Virginia",2020-12-27,2020,27,1,8637193,5117,358755,277,29178
"Virginia",2021-01-03,2020,27,1,8657348,5381,393715,264,34960
"Virginia",2021-01-10,2020,28,1,8657348,5706,429391,325,35676
"Virginia",2021-01-17,2020,29,1,8657348,6078.5,468655,372.5,39264
"Virginia",2021-01-24,2020,30,1,8657348,6449,502221,370.5,33566
"Virginia",2021-01-31,2020,31,1,8657348,6773,526176,324,23955
"Virginia",2021-02-07,2020,32,1,8657348,6996,547424,223,21248
"Virginia",2021-02-14,2020,33,1,8657348,7197,561812,201,14388
"Virginia",2021-02-21,2020,34,1,8657348,8382,574314,1185,12502
"Virginia",2021-02-28,2020,35,1,8657348,9519,584537,1137,10223
"Virginia",2021-03-07,2020,36,1,8657348,9985,593562,466,9025
"Virginia",2021-03-14,2020,37,1,8657348,10129.3333333333,603745,144.333333333334,10183
"Virginia",2021-03-21,2020,38,1,8657348,10178,613974,48.6666666666661,10229
"Virginia",2021-03-28,2020,39,1,8657348,10287,623881,109,9907
"Virginia",2021-04-04,2020,40,1,8657348,10458,634325,171,10444
"Virginia",2021-04-11,2020,41,1,8657348,10564,644828,106,10503
"Virginia",2021-04-18,2020,42,1,8657348,10675,653326,111,8498
"Virginia",2021-04-25,2020,43,1,8657348,10777,660553,102,7227
"Virginia",2021-05-02,2020,44,1,8657348,10885,666111,108,5558
"Virginia",2021-05-09,2020,45,1,8657348,11008,669904,123,3793
"Virginia",2021-05-16,2020,46,1,8657348,11097,672793,89,2889
"Virginia",2021-05-23,2020,47,1,8657348,11160,675165,63,2372
"Virginia",2021-05-30,2020,48,1,8657348,11229,676586,69,1421
"Virginia",2021-06-06,2020,49,1,8657348,11293,677671,64,1085
"Virginia",2021-06-13,2020,50,1,8657348,11343,678595,50,924
"Virginia",2021-06-20,2020,51,1,8657348,11399,679935,56,1340
"Virginia",2021-06-27,2020,52,1,8657348,11423,680904,24,969
"Virginia",2021-07-04,2021,1,1,8657348,11450,682433,27,1529
"Virginia",2021-07-11,2021,2,1,8657348,11477,684499,27,2066
"Virginia",2021-07-18,2021,3,1,8657348,11500,688300,23,3801
"Virginia",2021-07-25,2021,4,1,8657348,11532,694384,32,6084
"Virginia",2021-08-01,2021,5,1,8657348,11558,704664,26,10280
"Virginia",2021-08-08,2021,6,1,8657348,11599,717826,41,13162
"Virginia",2021-08-15,2021,7,1,8657348,11647,734079,48,16253
"Virginia",2021-08-22,2021,8,1,8657348,11769,754652,122,20573
"Virginia",2021-08-29,2021,9,1,8657348,11899,778167,130,23515
"Virginia",2021-09-05,2021,10,1,8657348,12036,801827,137,23660
"Virginia",2021-09-12,2021,11,1,8657348,12242,827197,206,25370
"Virginia",2021-09-19,2021,12,1,8657348,12511,849922.333333333,269,22725.3333333334
"Virginia",2021-09-26,2021,13,1,8657348,12806,869328,295,19405.6666666666
"Virginia",2021-10-03,2021,14,1,8657348,13075,888159,269,18831
"Virginia",2021-10-10,2021,15,1,8657348,13391,902938,316,14779
"Virginia",2021-10-17,2021,16,1,8657348,13668,914755,277,11817
"Virginia",2021-10-24,2021,17,1,8657348,13907,924771,239,10016
"Virginia",2021-10-31,2021,18,1,8657348,14125,933542,218,8771
"Virginia",2021-11-07,2021,19,1,8657348,14321,942837,196,9295
"Virginia",2021-11-14,2021,20,1,8657348,14492,953460,171,10623
"Virginia",2021-11-21,2021,21,1,8657348,14635,963739,143,10279
"Virginia",2021-11-28,2021,22,1,8657348,14753,976599,118,12860
"Virginia",2021-12-05,2021,23,1,8657348,14895,994069,142,17470
"Virginia",2021-12-12,2021,24,1,8657348,15083,1013390,188,19321
"Virginia",2021-12-19,2021,25,1,8657348,15294,1049336,211,35946
"Virginia",2021-12-26,2021,26,1,8657348,15587,1118518,293,69182
"Virginia",2022-01-02,2021,27,1,8679099,15651,1221036,64,102518
"Virginia",2022-01-09,2021,28,1,8679099,15803,1351417,152,130381
"Virginia",2022-01-16,2021,29,1,8679099,15852.25,1451713,49.25,100296
"Virginia",2022-01-23,2021,30,1,8679099,16127,1525603,274.75,73890
"Virginia",2022-01-30,2021,31,1,8679099,16703,1572022,576,46419
"Virginia",2022-02-06,2021,32,1,8679099,17482,1602677,779,30655
"Virginia",2022-02-13,2021,33,1,8679099,18016,1622685,534,20008
"Virginia",2022-02-20,2021,34,1,8679099,18536,1636510,520,13825
"Virginia",2022-02-27,2021,35,1,8679099,18955,1645791,419,9281
"Virginia",2022-03-06,2021,36,1,8679099,19212,1653212,257,7421
"Virginia",2022-03-13,2021,37,1,8679099,19466,1659710,254,6498
"Virginia",2022-03-20,2021,38,1,8679099,19609,1665082,143,5372
"Virginia",2022-03-27,2021,39,1,8679099,19714,1669750,105,4668
"Virginia",2022-04-03,2021,40,1,8679099,19859,1675845,145,6095
"Virginia",2022-04-10,2021,41,1,8679099,20022,1683267,163,7422
"Virginia",2022-04-17,2021,42,1,8679099,20149,1691268,127,8001
"Virginia",2022-04-24,2021,43,1,8679099,20236,1701458,87,10190
"Virginia",2022-05-01,2021,44,1,8679099,20280,1715478,44,14020
"Virginia",2022-05-08,2021,45,1,8679099,20317,1733188,37,17710
"Virginia",2022-05-15,2021,46,1,8679099,20338,1755290,21,22102
"Virginia",2022-05-22,2021,47,1,8679099,20376,1777813,38,22523
"Virginia",2022-05-29,2021,48,1,8679099,20424,1797700,48,19887
"Virginia",2022-06-05,2021,49,1,8679099,20441,1817814,17,20114
"Virginia",2022-06-12,2021,50,1,8679099,20453,1835591,12,17777
"Virginia",2022-06-19,2021,51,1,8679099,20519,1852970,66,17379
"Virginia",2022-06-26,2021,52,1,8679099,20630,1872624,111,19654
"Virginia",2022-07-03,2022,1,1,8679099,20740,1890973,110,18349
"Virginia",2022-07-10,2022,2,1,8679099,20801,1912217,61,21244
"Virginia",2022-07-17,2022,3,1,8679099,20867,1933366,66,21149
"Virginia",2022-07-24,2022,4,1,8679099,20918,1954716,51,21350
"Virginia",2022-07-31,2022,5,1,8679099,21054,1975007,136,20291
"Virginia",2022-08-07,2022,6,1,8679099,21145,1993874,91,18867
"Virginia",2022-08-14,2022,7,1,8679099,21249,2011057,104,17183
"Virginia",2022-08-21,2022,8,1,8679099,21356,2028479,107,17422
"Virginia",2022-08-28,2022,9,1,8679099,21463,2045387,107,16908
"Virginia",2022-09-04,2022,10,1,8679099,21587,2058582,124,13195
"Virginia",2022-09-11,2022,11,1,8679099,21679,2070182,92,11600
"Virginia",2022-09-18,2022,12,1,8679099,21769,2080262,90,10080
"Virginia",2022-09-25,2022,13,1,8679099,21849,2087360,80,7098
"Virginia",2022-10-02,2022,14,1,8679099,21957,2095882,108,8522
"Virginia",2022-10-09,2022,15,1,8679099,22032,2102929,75,7047
"Virginia",2022-10-16,2022,16,1,8679099,22108,2110071,76,7142
"Virginia",2022-10-23,2022,17,1,8679099,22189,2117608,81,7537
"Virginia",2022-10-30,2022,18,1,8679099,22222,2124932,33,7324
"Virginia",2022-11-06,2022,19,1,8679099,22232.25,2131907.25,10.25,6975.25
"Virginia",2022-11-13,2022,20,1,8679099,22285,2137759,52.75,5851.75
"Virginia",2022-11-20,2022,21,1,8679099,22366,2143804,81,6045
"Virginia",2022-11-27,2022,22,1,8679099,22457,2153223,91,9419
"Virginia",2022-12-04,2022,23,1,8679099,22538,2163370,81,10147
"Virginia",2022-12-11,2022,24,1,8679099,22592,2175749,54,12379
"Virginia",2022-12-18,2022,25,1,8679099,22649,2190699,57,14950
"Virginia",2022-12-25,2022,26,1,8679099,22670,2199302,21,8603
"Virginia",2023-01-01,2022,27,1,8715698,22686,2211948,16,12646
"Virginia",2023-01-08,2022,28,1,8715698,22822,2229877,136,17929
"Virginia",2023-01-15,2022,29,1,8715698,22962,2240431,140,10554
"Virginia",2023-01-22,2022,30,1,8715698,23088,2251042,126,10611
"Virginia",2023-01-29,2022,31,1,8715698,23135,2260796,47,9754
"Virginia",2023-02-05,2022,32,1,8715698,23462,2269006,327,8210
"Virginia",2023-02-12,2022,33,1,8715698,23599,2276356,137,7350
"Virginia",2023-02-19,2022,34,1,8715698,23630,2282206,31,5850
"Virginia",2023-02-26,2022,35,1,8715698,23649,2287440,19,5234
"Virginia",2023-03-05,2022,36,1,8715698,23666,2291951,17,4511
"Washington",2020-01-19,2019,30,1,7724566,0,1,0,1
"Washington",2020-01-26,2019,31,1,7724566,0,1,0,0
"Washington",2020-02-02,2019,32,1,7724566,0,1,0,0
"Washington",2020-02-09,2019,33,1,7724566,0,1,0,0
"Washington",2020-02-16,2019,34,1,7724566,0,1,0,0
"Washington",2020-02-23,2019,35,1,7724566,1,7,1,6
"Washington",2020-03-01,2019,36,1,7724566,16,102,15,95
"Washington",2020-03-08,2019,37,1,7724566,39,622.5,23,520.5
"Washington",2020-03-15,2019,38,1,7724566,94,1793,55,1170.5
"Washington",2020-03-22,2019,39,1,7724566,188,4030,94,2237
"Washington",2020-03-29,2019,40,1,7724566,398,7247,210,3217
"Washington",2020-04-05,2019,41,1,7724566,547,10434,149,3187
"Washington",2020-04-12,2019,42,1,7724566,666,11776,119,1342
"Washington",2020-04-19,2019,43,1,7724566,779,13319,113,1543
"Washington",2020-04-26,2019,44,1,7724566,862,15003,83,1684
"Washington",2020-05-03,2019,45,1,7724566,952,16674,90,1671
"Washington",2020-05-10,2019,46,1,7724566,1024,18288,72,1614
"Washington",2020-05-17,2019,47,1,7724566,1075,19265,51,977
"Washington",2020-05-24,2019,48,1,7724566,1117,21349,42,2084
"Washington",2020-05-31,2019,49,1,7724566,1159,23767,42,2418
"Washington",2020-06-07,2019,50,1,7724566,1207,25825,48,2058
"Washington",2020-06-14,2019,51,1,7724566,1243,28676,36,2851
"Washington",2020-06-21,2019,52,1,7724566,1288,31766,45,3090
"Washington",2020-06-28,2020,1,1,7724566,1335,35902,47,4136
"Washington",2020-07-05,2020,2,1,7724566,1400,40672,65,4770
"Washington",2020-07-12,2020,3,1,7724566,1448,46956,48,6284
"Washington",2020-07-19,2020,4,1,7724566,1522,52669,74,5713
"Washington",2020-07-26,2020,5,1,7724566,1619,58216,97,5547
"Washington",2020-08-02,2020,6,1,7724566,1711,63189,92,4973
"Washington",2020-08-09,2020,7,1,7724566,1791,67581,80,4392
"Washington",2020-08-16,2020,8,1,7724566,1845,71471,54,3890
"Washington",2020-08-23,2020,9,1,7724566,1899,74885,54,3414
"Washington",2020-08-30,2020,10,1,7724566,1942,77979,43,3094
"Washington",2020-09-06,2020,11,1,7724566,1978,80738,36,2759
"Washington",2020-09-13,2020,12,1,7724566,2026,83622,48,2884
"Washington",2020-09-20,2020,13,1,7724566,2074,87519,48,3897
"Washington",2020-09-27,2020,14,1,7724566,2123,91290,49,3771
"Washington",2020-10-04,2020,15,1,7724566,2168,95539,45,4249
"Washington",2020-10-11,2020,16,1,7724566,2211,100105,43,4566
"Washington",2020-10-18,2020,17,1,7724566,2277,105069,66,4964
"Washington",2020-10-25,2020,18,1,7724566,2345,110808,68,5739
"Washington",2020-11-01,2020,19,1,7724566,2411,120221,66,9413
"Washington",2020-11-08,2020,20,1,7724566,2493,133391,82,13170
