"Province_State","Week","MMWRyear","MMWRweek","MMWRday","Population_Estimate","Deaths_yf","Confirmed_Cases_yf","Deaths_Daily","Confirmed_Cases_Daily"
"United States",2020-01-19,2019,30,1,331526933,1,2,1,2
"United States",2020-01-26,2019,31,1,331526933,1,8,0,6
"United States",2020-02-02,2019,32,1,331526933,1,12,0,4
"United States",2020-02-09,2019,33,1,331526933,1,14,0,2
"United States",2020-02-16,2019,34,1,331526933,1,16,0,2
"United States",2020-02-23,2019,35,1,331526933,2,26,1,10
"United States",2020-03-01,2019,36,1,331526933,18,417,16,391
"United States",2020-03-08,2019,37,1,331526933,61,2952,43,2535
"United States",2020-03-15,2019,38,1,331526933,480,25942,419,22990
"United States",2020-03-22,2019,39,1,331526933,3011,127088,2531,101146
"United States",2020-03-29,2019,40,1,331526933,11564,323220,8553,196132
"United States",2020-04-05,2019,41,1,331526933,26242,544178,14678,220958
"United States",2020-04-12,2019,42,1,331526933,41451,741991,15209,197813
"United States",2020-04-19,2019,43,1,331526933,56843,948405,15392,206414
"United States",2020-04-26,2019,44,1,331526933,70180,1141275,13337,192870
"United States",2020-05-03,2019,45,1,331526933,82380,1316945,12200,175670
"United States",2020-05-10,2019,46,1,331526933,92236,1472306,9856,155361
"United States",2020-05-17,2019,47,1,331526933,100630,1625763,8394,153457
"United States",2020-05-24,2019,48,1,331526933,107087,1771078,6457,145315
"United States",2020-05-31,2019,49,1,331526933,112950,1920655,5863,149577
"United States",2020-06-07,2019,50,1,331526933,118012,2069321,5062,148666
"United States",2020-06-14,2019,51,1,331526933,122160,2252065,4148,182744
"United States",2020-06-21,2019,52,1,331526933,126020,2512193,3860,260128
"United States",2020-06-28,2020,1,1,331526933,129701,2848502,3681,336309
"United States",2020-07-05,2020,2,1,331526933,134984,3252091,5283,403589
"United States",2020-07-12,2020,3,1,331526933,140539,3704362,5555,452271
"United States",2020-07-19,2020,4,1,331526933,146978,4164754,6439,460392
"United States",2020-07-26,2020,5,1,331526933,154847,4598405,7869,433651
"United States",2020-08-02,2020,6,1,331526933,162063,4984997,7216,386592
"United States",2020-08-09,2020,7,1,331526933,169075,5373929,7012,388932
"United States",2020-08-16,2020,8,1,331526933,175175,5673005,6100,299076
"United States",2020-08-23,2020,9,1,331526933,181412,5961139,6237,288134
"United States",2020-08-30,2020,10,1,331526933,187191,6246395,5779,285256
"United States",2020-09-06,2020,11,1,331526933,192226,6489570,5035,243175
"United States",2020-09-13,2020,12,1,331526933,197544,6777406,5318,287836
"United States",2020-09-20,2020,13,1,331526933,202813,7068661,5269,291255
"United States",2020-09-27,2020,14,1,331526933,207656,7366435,4843,297774
"United States",2020-10-04,2020,15,1,331526933,212623,7698927,4967,332492
"United States",2020-10-11,2020,16,1,331526933,217711,8085240,5088,386313
"United States",2020-10-18,2020,17,1,331526933,223553,8567358,5842,482118
"United States",2020-10-25,2020,18,1,331526933,229593,9135914,6040,568556
"United States",2020-11-01,2020,19,1,331526933,237032,9909538,7439,773624
"United States",2020-11-08,2020,20,1,331526933,245078,10933272,8046,1023734
"United States",2020-11-15,2020,21,1,331526933,255928,12133714,10850,1200442
"United States",2020-11-22,2020,22,1,331526933,266925,13309555,10997,1175841
"United States",2020-11-29,2020,23,1,331526933,282575,14673861,15650,1364306
"United States",2020-12-06,2020,24,1,331526933,299827,16180426,17252,1506565
"United States",2020-12-13,2020,25,1,331526933,318681,17727698,18854,1547272
"United States",2020-12-20,2020,26,1,331526933,335020,19087584,16339,1359886
"United States",2020-12-27,2020,27,1,331526933,353733,20582452,18713,1494868
"United States",2021-01-03,2020,27,1,332048977,375882,22310806,22149,1728354
"United States",2021-01-10,2020,28,1,332048977,399223,23868507,23341,1557701
"United States",2021-01-17,2020,29,1,332048977,420881,25087647,21658,1219140
"United States",2021-01-24,2020,30,1,332048977,442689,26140848,21808,1053201
"United States",2021-01-31,2020,31,1,332048977,464011,26990284,21322,849436
"United States",2021-02-07,2020,32,1,332048977,481503,27648057,17492,657773
"United States",2021-02-14,2020,33,1,332048977,494594,28120295,13091,472238
"United States",2021-02-21,2020,34,1,332048977,508546,28601924,13952,481629
"United States",2021-02-28,2020,35,1,332048977,520412,29024446,11866,422522
"United States",2021-03-07,2020,36,1,332048977,529093,29403047,8681,378601
"United States",2021-03-14,2020,37,1,332048977,536125,29787962,7032,384915
"United States",2021-03-21,2020,38,1,332048977,543034,30217938,6909,429976
"United States",2021-03-28,2020,39,1,332048977,548807,30674241,5773,456303
"United States",2021-04-04,2020,40,1,332048977,555651,31149236,6844,474995
"United States",2021-04-11,2020,41,1,332048977,560635,31620211,4984,470975
"United States",2021-04-18,2020,42,1,332048977,565605,32027296,4970,407085
"United States",2021-04-25,2020,43,1,332048977,570423,32372218,4818,344922
"United States",2021-05-02,2020,44,1,332048977,575021,32662985,4598,290767
"United States",2021-05-09,2020,45,1,332048977,578967,32898207,3946,235222
"United States",2021-05-16,2020,46,1,332048977,582808,33077820,3841,179613
"United States",2021-05-23,2020,47,1,332048977,587259,33222382,4451,144562
"United States",2021-05-30,2020,48,1,332048977,590510,33323639,3251,101257
"United States",2021-06-06,2020,49,1,332048977,592953,33422072,2443,98433
"United States",2021-06-13,2020,50,1,332048977,595014,33502342,2061,80270
"United States",2021-06-20,2020,51,1,332048977,597107,33588628,2093,86286
"United States",2021-06-27,2020,52,1,332048977,598767,33679281,1660,90653
"United States",2021-07-04,2021,1,1,332048977,600345,33812670,1578,133389
"United States",2021-07-11,2021,2,1,332048977,602247,34034597,1902,221927
"United States",2021-07-18,2021,3,1,332048977,604157,34396124,1910,361527
"United States",2021-07-25,2021,4,1,332048977,606715,34947094,2558,550970
"United States",2021-08-01,2021,5,1,332048977,610354,35720774,3639,773680
"United States",2021-08-08,2021,6,1,332048977,614964,36625834,4610,905060
"United States",2021-08-15,2021,7,1,332048977,622188,37666608,7224,1040774
"United States",2021-08-22,2021,8,1,332048977,631255,38748154,9067,1081546
"United States",2021-08-29,2021,9,1,332048977,642342,39895801,11087,1147647
"United States",2021-09-05,2021,10,1,332048977,654204,40932966,11862,1037165
"United States",2021-09-12,2021,11,1,332048977,668249,41951139,14045,1018173
"United States",2021-09-19,2021,12,1,332048977,682679,42782985,14430,831846
"United States",2021-09-26,2021,13,1,332048977,696462,43540146,13783,757161
"United States",2021-10-03,2021,14,1,332048977,708164,44205118,11702,664972
"United States",2021-10-10,2021,15,1,332048977,719883,44792785,11719,587667
"United States",2021-10-17,2021,16,1,332048977,731700,45303517,11817,510732
"United States",2021-10-24,2021,17,1,332048977,741069,45808275,9369,504758
"United States",2021-10-31,2021,18,1,332048977,749674,46323209,8605,514934
"United States",2021-11-07,2021,19,1,332048977,758174,46891417,8500,568208
"United States",2021-11-14,2021,20,1,332048977,766222,47537656,8048,646239
"United States",2021-11-21,2021,21,1,332048977,771975,48042636,5753,504980
"United States",2021-11-28,2021,22,1,332048977,784041,48889844,12066,847208
"United States",2021-12-05,2021,23,1,332048977,793138,49720835,9097,830991
"United States",2021-12-12,2021,24,1,332048977,802441,50628443,9303,907608
"United States",2021-12-19,2021,25,1,332048977,812736,51968537,10295,1340094
"United States",2021-12-26,2021,26,1,332048977,822186,54794071,9450,2825534
"United States",2022-01-02,2021,27,1,333271411,834446,59691707,12260,4897636
"United States",2022-01-09,2021,28,1,333271411,848715,65276369,14269,5584662
"United States",2022-01-16,2021,29,1,333271411,863894,70275834,15179,4999465
"United States",2022-01-23,2021,30,1,333271411,881574,74000910,17680,3725076
"United States",2022-01-30,2021,31,1,333271411,899048,76093946,17474,2093036
"United States",2022-02-06,2021,32,1,333271411,915408,77343459,16360,1249513
"United States",2022-02-13,2021,33,1,333271411,931020,78064475,15612,721016
"United States",2022-02-20,2021,34,1,333271411,943398,78523708,12378,459233
"United States",2022-02-27,2021,35,1,333271411,953335,78857459,9937,333751
"United States",2022-03-06,2021,36,1,333271411,962349,79092018,9014,234559
"United States",2022-03-13,2021,37,1,333271411,969587,79304210,7238,212192
"United States",2022-03-20,2021,38,1,333271411,974995,79510413,5408,206203
"United States",2022-03-27,2021,39,1,333271411,979461,79704744,4466,194331
"United States",2022-04-03,2021,40,1,333271411,983347,79942905,3886,238161
"United States",2022-04-10,2021,41,1,333271411,986446,80171310,3099,228405
"United States",2022-04-17,2021,42,1,333271411,989004,80492578,2558,321268
"United States",2022-04-24,2021,43,1,333271411,991351,80847073,2347,354495
"United States",2022-05-01,2021,44,1,333271411,994899,81334781,3548,487708
"United States",2022-05-08,2021,45,1,333271411,996728,81882249,1829,547468
"United States",2022-05-15,2021,46,1,333271411,999154,82658404,2426,776155
"United States",2022-05-22,2021,47,1,333271411,1001750,83341513,2596,683109
"United States",2022-05-29,2021,48,1,333271411,1003695,84088321,1945,746808
"United States",2022-06-05,2021,49,1,333271411,1006419,84797685,2724,709364
"United States",2022-06-12,2021,50,1,333271411,1008559,85506431,2140,708746
"United States",2022-06-19,2021,51,1,333271411,1010944,86188116,2385,681685
"United States",2022-06-26,2021,52,1,333271411,1012782,86980588,1838,792472
"United States",2022-07-03,2022,1,1,333271411,1015709,87694515,2927,713927
"United States",2022-07-10,2022,2,1,333271411,1018636,88623014,2927,928499
"United States",2022-07-17,2022,3,1,333271411,1021759,89464655,3123,841641
"United States",2022-07-24,2022,4,1,333271411,1024735,90384073,2976,919418
"United States",2022-07-31,2022,5,1,333271411,1028261,91145993,3526,761920
"United States",2022-08-07,2022,6,1,333271411,1031587,91933529,3326,787536
"United States",2022-08-14,2022,7,1,333271411,1034881,92517871,3294,584342
"United States",2022-08-21,2022,8,1,333271411,1038305,93164729,3424,646858
"United States",2022-08-28,2022,9,1,333271411,1041891,93702189,3586,537460
"United States",2022-09-04,2022,10,1,333271411,1044635,94189698,2744,487509
"United States",2022-09-11,2022,11,1,333271411,1047696,94590030,3061,400332
"United States",2022-09-18,2022,12,1,333271411,1050645,94990012,2949,399982
"United States",2022-09-25,2022,13,1,333271411,1053787,95308323,3142,318311
"United States",2022-10-02,2022,14,1,333271411,1056679,95604793,2892,296470
"United States",2022-10-09,2022,15,1,333271411,1059140,95851564,2461,246771
"United States",2022-10-16,2022,16,1,333271411,1061823,96107151,2683,255587
"United States",2022-10-23,2022,17,1,333271411,1064376,96359073,2553,251922
"United States",2022-10-30,2022,18,1,333271411,1066695,96638280,2319,279207
"United States",2022-11-06,2022,19,1,333271411,1068609,96894025,1914,255745
"United States",2022-11-13,2022,20,1,333271411,1071114,97198833,2505,304808
"United States",2022-11-20,2022,21,1,333271411,1073223,97454263,2109,255430
"United States",2022-11-27,2022,22,1,333271411,1075491,97853988,2268,399725
"United States",2022-12-04,2022,23,1,333271411,1078407,98291131,2916,437143
"United States",2022-12-11,2022,24,1,333271411,1081363,98764439,2956,473308
"United States",2022-12-18,2022,25,1,333271411,1084086,99227155,2723,462716
"United States",2022-12-25,2022,26,1,333271411,1086607,99605471,2521,378316
"United States",2023-01-01,2022,27,1,334914895,1089622,100101442,3015,495971
"United States",2023-01-08,2022,28,1,334914895,1093774,100467342,4152,365900
"United States",2023-01-15,2022,29,1,334914895,1097914,100814272,4140,346930
"United States",2023-01-22,2022,30,1,334914895,1101372,101085543,3458,271271
"United States",2023-01-29,2022,31,1,334914895,1105361,101409687,3989,324144
"United States",2023-02-05,2022,32,1,334914895,1108156,101660566,2795,250879
"United States",2023-02-12,2022,33,1,334914895,1111192,101932157,3036,271591
"United States",2023-02-19,2022,34,1,334914895,1113166.66666667,102175729,1974.66666666674,243572
"United States",2023-02-26,2022,35,1,334914895,1115719.66666667,102440937.666667,2553,265208.666666672
"United States",2023-03-05,2022,36,1,334914895,1117385,102593255,1665.33333333326,152317.333333328
"Northeast Region",2020-01-19,2019,30,1,57430477,0,0,0,0
"Northeast Region",2020-01-26,2019,31,1,57430477,0,1,0,1
"Northeast Region",2020-02-02,2019,32,1,57430477,0,2,0,1
"Northeast Region",2020-02-09,2019,33,1,57430477,0,2,0,0
"Northeast Region",2020-02-16,2019,34,1,57430477,0,2,0,0
"Northeast Region",2020-02-23,2019,35,1,57430477,0,2,0,0
"Northeast Region",2020-03-01,2019,36,1,57430477,0,159,0,157
"Northeast Region",2020-03-08,2019,37,1,57430477,6,1025.66666666667,6,866.666666666667
"Northeast Region",2020-03-15,2019,38,1,57430477,227,14582,221,13556.3333333333
"Northeast Region",2020-03-22,2019,39,1,57430477,1806,75640,1579,61058
"Northeast Region",2020-03-29,2019,40,1,57430477,7335,188751,5529,113111
"Northeast Region",2020-04-05,2019,41,1,57430477,17450,315860,10115,127109
"Northeast Region",2020-04-12,2019,42,1,57430477,27161,425150,9711,109290
"Northeast Region",2020-04-19,2019,43,1,57430477,36565,527710,9404,102560
"Northeast Region",2020-04-26,2019,44,1,57430477,44023,604932,7458,77222
"Northeast Region",2020-05-03,2019,45,1,57430477,50511,661923,6488,56991
"Northeast Region",2020-05-10,2019,46,1,57430477,55218,703964,4707,42041
"Northeast Region",2020-05-17,2019,47,1,57430477,58981,741353,3763,37389
"Northeast Region",2020-05-24,2019,48,1,57430477,61403,769192,2422,27839
"Northeast Region",2020-05-31,2019,49,1,57430477,63535,790684,2132,21492
"Northeast Region",2020-06-07,2019,50,1,57430477,65248,805903,1713,15219
"Northeast Region",2020-06-14,2019,51,1,57430477,66386,818443,1138,12540
"Northeast Region",2020-06-21,2019,52,1,57430477,67294,831694,908,13251
"Northeast Region",2020-06-28,2020,1,1,57430477,68024,845843,730,14149
"Northeast Region",2020-07-05,2020,2,1,57430477,68860,860842,836,14999
"Northeast Region",2020-07-12,2020,3,1,57430477,69450,877171,590,16329
"Northeast Region",2020-07-19,2020,4,1,57430477,69851.9102564103,894464,401.910256410256,17293
"Northeast Region",2020-07-26,2020,5,1,57430477,70105.9102564103,913094,254,18630
"Northeast Region",2020-08-02,2020,6,1,57430477,70332.9102564103,928856,227,15762
"Northeast Region",2020-08-09,2020,7,1,57430477,70596.9102564103,945619,264,16763
"Northeast Region",2020-08-16,2020,8,1,57430477,70796.2435897436,960449,199.333333333334,14830
"Northeast Region",2020-08-23,2020,9,1,57430477,70967.2435897436,975681,171,15232
"Northeast Region",2020-08-30,2020,10,1,57430477,71219.9102564103,993175,252.666666666666,17494
"Northeast Region",2020-09-06,2020,11,1,57430477,71402.9102564103,1010868,183,17693
"Northeast Region",2020-09-13,2020,12,1,57430477,71646.9102564103,1030755,244,19887
"Northeast Region",2020-09-20,2020,13,1,57430477,72052.9102564103,1051462.5,406,20707.5
"Northeast Region",2020-09-27,2020,14,1,57430477,72296.2435897436,1080403,243.333333333334,28940.5
"Northeast Region",2020-10-04,2020,15,1,57430477,72617,1112873,320.75641025641,32470
"Northeast Region",2020-10-11,2020,16,1,57430477,72961,1149377,344,36504
"Northeast Region",2020-10-18,2020,17,1,57430477,73426,1196484,465,47107
"Northeast Region",2020-10-25,2020,18,1,57430477,73898,1257884,472,61400
"Northeast Region",2020-11-01,2020,19,1,57430477,74504,1338920,606,81036
"Northeast Region",2020-11-08,2020,20,1,57430477,75238,1465694,734,126774
"Northeast Region",2020-11-15,2020,21,1,57430477,76528,1618964,1290,153270
"Northeast Region",2020-11-22,2020,22,1,57430477,77814,1785633,1286,166669
"Northeast Region",2020-11-29,2020,23,1,57430477,80067,2006120,2253,220487
"Northeast Region",2020-12-06,2020,24,1,57430477,82972,2255519,2905,249399
"Northeast Region",2020-12-13,2020,25,1,57430477,86355,2497429,3383,241910
"Northeast Region",2020-12-20,2020,26,1,57430477,89612,2717644,3257,220215
"Northeast Region",2020-12-27,2020,27,1,57430477,93464,2959631,3852,241987
"Northeast Region",2021-01-03,2020,27,1,57243423,97759,3241277,4295,281646
"Northeast Region",2021-01-10,2020,28,1,57243423,102105,3515633,4346,274356
"Northeast Region",2021-01-17,2020,29,1,57243423,106086,3742456,3981,226823
"Northeast Region",2021-01-24,2020,30,1,57243423,109751,3951393,3665,208937
"Northeast Region",2021-01-31,2020,31,1,57243423,112949,4102762,3198,151369
"Northeast Region",2021-02-07,2020,32,1,57243423,115808,4246319,2859,143557
"Northeast Region",2021-02-14,2020,33,1,57243423,118074,4364071,2266,117752
"Northeast Region",2021-02-21,2020,34,1,57243423,119984,4480824,1910,116753
"Northeast Region",2021-02-28,2020,35,1,57243423,121738.5,4594117,1754.5,113293
"Northeast Region",2021-03-07,2020,36,1,57243423,123115,4705693,1376.5,111576
"Northeast Region",2021-03-14,2020,37,1,57243423,124404,4823992,1289,118299
"Northeast Region",2021-03-21,2020,38,1,57243423,125533,4972537,1129,148545
"Northeast Region",2021-03-28,2020,39,1,57243423,126771.75,5123188,1238.75,150651
"Northeast Region",2021-04-04,2020,40,1,57243423,127860,5263147,1088.25,139959
"Northeast Region",2021-04-11,2020,41,1,57243423,129061,5398406,1201,135259
"Northeast Region",2021-04-18,2020,42,1,57243423,130192,5501259.4,1131,102853.4
"Northeast Region",2021-04-25,2020,43,1,57243423,131203,5574269,1011,73009.6
"Northeast Region",2021-05-02,2020,44,1,57243423,132143,5634581.5,940,60312.5
"Northeast Region",2021-05-09,2020,45,1,57243423,132925,5675357,782,40775.5
"Northeast Region",2021-05-16,2020,46,1,57243423,133662,5707041,737,31684
"Northeast Region",2021-05-23,2020,47,1,57243423,134239,5727688,577,20647
"Northeast Region",2021-05-30,2020,48,1,57243423,134678,5740849,439,13161
"Northeast Region",2021-06-06,2020,49,1,57243423,135020,5751232,342,10383
"Northeast Region",2021-06-13,2020,50,1,57243423,135278.75,5759277,258.75,8045
"Northeast Region",2021-06-20,2020,51,1,57243423,135504,5765830,225.25,6553
"Northeast Region",2021-06-27,2020,52,1,57243423,135666.857142857,5772113,162.857142857143,6283
"Northeast Region",2021-07-04,2021,1,1,57243423,135796,5780262.6,129.142857142857,8149.60000000001
"Northeast Region",2021-07-11,2021,2,1,57243423,135973,5794082,177,13819.4
"Northeast Region",2021-07-18,2021,3,1,57243423,136135,5817534,162,23452
"Northeast Region",2021-07-25,2021,4,1,57243423,136282.714285714,5854311,147.714285714286,36777
"Northeast Region",2021-08-01,2021,5,1,57243423,136485,5910019.66666667,202.285714285714,55708.6666666667
"Northeast Region",2021-08-08,2021,6,1,57243423,136796.5,5979894,311.5,69874.3333333333
"Northeast Region",2021-08-15,2021,7,1,57243423,137219,6061278,422.5,81384
"Northeast Region",2021-08-22,2021,8,1,57243423,137700,6148032,481,86754
"Northeast Region",2021-08-29,2021,9,1,57243423,138321,6246330,621,98298
"Northeast Region",2021-09-05,2021,10,1,57243423,139043,6346286,722,99956
"Northeast Region",2021-09-12,2021,11,1,57243423,139876.75,6459682,833.75,113396
"Northeast Region",2021-09-19,2021,12,1,57243423,140764,6568216,887.25,108534
"Northeast Region",2021-09-26,2021,13,1,57243423,141873,6671047,1109,102831
"Northeast Region",2021-10-03,2021,14,1,57243423,142863,6777181.5,990,106134.5
"Northeast Region",2021-10-10,2021,15,1,57243423,143957,6874728.66666667,1094,97547.1666666667
"Northeast Region",2021-10-17,2021,16,1,57243423,145057,6962368,1100,87639.3333333333
"Northeast Region",2021-10-24,2021,17,1,57243423,146011,7042766,954,80398
"Northeast Region",2021-10-31,2021,18,1,57243423,147108,7134993,1097,92227
"Northeast Region",2021-11-07,2021,19,1,57243423,148041,7243978.66666667,933,108985.666666667
"Northeast Region",2021-11-14,2021,20,1,57243423,149161,7380487,1120,136508.333333333
"Northeast Region",2021-11-21,2021,21,1,57243423,149988.833333333,7516653,827.833333333334,136166
"Northeast Region",2021-11-28,2021,22,1,57243423,151350.5,7708780,1361.66666666667,192127
"Northeast Region",2021-12-05,2021,23,1,57243423,152864,7937335,1513.5,228555
"Northeast Region",2021-12-12,2021,24,1,57243423,154634,8203345,1770,266010
"Northeast Region",2021-12-19,2021,25,1,57243423,156237.2,8618763,1603.2,415418
"Northeast Region",2021-12-26,2021,26,1,57243423,158247.2,9465701,2010,846938
"Northeast Region",2022-01-02,2021,27,1,57026847,161146,10676919,2898.8,1211218
"Northeast Region",2022-01-09,2021,28,1,57026847,164770.5,11716192,3624.5,1039273
"Northeast Region",2022-01-16,2021,29,1,57026847,168599,12351466,3828.5,635274
"Northeast Region",2022-01-23,2021,30,1,57026847,172742,12733948,4143,382482
"Northeast Region",2022-01-30,2021,31,1,57026847,175968.8,12925216,3226.8,191268
"Northeast Region",2022-02-06,2021,32,1,57026847,178438,13046511,2469.2,121295
"Northeast Region",2022-02-13,2021,33,1,57026847,180275,13157054,1837,110543
"Northeast Region",2022-02-20,2021,34,1,57026847,181908,13226482,1633,69428
"Northeast Region",2022-02-27,2021,35,1,57026847,182965.75,13271978,1057.75,45496
"Northeast Region",2022-03-06,2021,36,1,57026847,183801,13310851,835.25,38873
"Northeast Region",2022-03-13,2021,37,1,57026847,184393,13349662,592,38811
"Northeast Region",2022-03-20,2021,38,1,57026847,184859,13389291,466,39629
"Northeast Region",2022-03-27,2021,39,1,57026847,185232,13443242,373,53951
"Northeast Region",2022-04-03,2021,40,1,57026847,185532,13509480,300,66238
"Northeast Region",2022-04-10,2021,41,1,57026847,185817.333333333,13600325,285.333333333336,90845
"Northeast Region",2022-04-17,2021,42,1,57026847,186170,13698195,352.666666666664,97870
"Northeast Region",2022-04-24,2021,43,1,57026847,186506,13815952,336,117757
"Northeast Region",2022-05-01,2021,44,1,57026847,186886,13955698,380,139746
"Northeast Region",2022-05-08,2021,45,1,57026847,187317,14118766,431,163068
"Northeast Region",2022-05-15,2021,46,1,57026847,187782,14327457,465,208691
"Northeast Region",2022-05-22,2021,47,1,57026847,188428.285714286,14486933,646.285714285714,159476
"Northeast Region",2022-05-29,2021,48,1,57026847,188951.5,14620738,523.214285714286,133805
"Northeast Region",2022-06-05,2021,49,1,57026847,189499,14732342,547.5,111604
"Northeast Region",2022-06-12,2021,50,1,57026847,190028,14831262,529,98920
"Northeast Region",2022-06-19,2021,51,1,57026847,190427,14919173,399,87911
"Northeast Region",2022-06-26,2021,52,1,57026847,190825,15024900,398,105727
"Northeast Region",2022-07-03,2022,1,1,57026847,191182,15121198,357,96298
"Northeast Region",2022-07-10,2022,2,1,57026847,191577,15237881,395,116683
"Northeast Region",2022-07-17,2022,3,1,57026847,191978,15358593.3333333,401,120712.333333333
"Northeast Region",2022-07-24,2022,4,1,57026847,192394,15473960,416,115366.666666667
"Northeast Region",2022-07-31,2022,5,1,57026847,192900,15592029,506,118069
"Northeast Region",2022-08-07,2022,6,1,57026847,193382,15691822,482,99793
"Northeast Region",2022-08-14,2022,7,1,57026847,193826,15785593,444,93771
"Northeast Region",2022-08-21,2022,8,1,57026847,194239,15868995,413,83402
"Northeast Region",2022-08-28,2022,9,1,57026847,194738,15948954,499,79959
"Northeast Region",2022-09-04,2022,10,1,57026847,195189,16018602,451,69648
"Northeast Region",2022-09-11,2022,11,1,57026847,195683,16104478,494,85876
"Northeast Region",2022-09-18,2022,12,1,57026847,196099,16195865,416,91387
"Northeast Region",2022-09-25,2022,13,1,57026847,196537,16279021,438,83156
"Northeast Region",2022-10-02,2022,14,1,57026847,196976,16354767,439,75746
"Northeast Region",2022-10-09,2022,15,1,57026847,197445,16425888.3333333,469,71121.3333333333
"Northeast Region",2022-10-16,2022,16,1,57026847,198160,16499341,715,73452.6666666667
"Northeast Region",2022-10-23,2022,17,1,57026847,199097,16572429,937,73088
"Northeast Region",2022-10-30,2022,18,1,57026847,199549,16639877,452,67448
"Northeast Region",2022-11-06,2022,19,1,57026847,200138.5,16706029,589.5,66152
"Northeast Region",2022-11-13,2022,20,1,57026847,200673,16769561,534.5,63532
"Northeast Region",2022-11-20,2022,21,1,57026847,201163,16819855,490,50294
"Northeast Region",2022-11-27,2022,22,1,57026847,201740,16909467,577,89612
"Northeast Region",2022-12-04,2022,23,1,57026847,202372,17000489,632,91022
"Northeast Region",2022-12-11,2022,24,1,57026847,203035.333333333,17097506,663.333333333333,97017
"Northeast Region",2022-12-18,2022,25,1,57026847,203787.333333333,17199932,752,102426
"Northeast Region",2022-12-25,2022,26,1,57026847,204471.333333333,17287036,684,87104
"Northeast Region",2023-01-01,2022,27,1,56983517,205207,17390351,735.666666666667,103315
"Northeast Region",2023-01-08,2022,28,1,56983517,206238,17480359,1031,90008
"Northeast Region",2023-01-15,2022,29,1,56983517,206847,17548136,609,67777
"Northeast Region",2023-01-22,2022,30,1,56983517,207700.285714286,17614636,853.285714285714,66500
"Northeast Region",2023-01-29,2022,31,1,56983517,208441,17677075,740.714285714286,62439
"Northeast Region",2023-02-05,2022,32,1,56983517,209101.142857143,17730727,660.142857142857,53652
"Northeast Region",2023-02-12,2022,33,1,56983517,209684,17776266,582.857142857143,45539
"Northeast Region",2023-02-19,2022,34,1,56983517,210119.285714286,17821495,435.28571428571,45229
"Northeast Region",2023-02-26,2022,35,1,56983517,210497,17856559,377.71428571429,35064
"Northeast Region",2023-03-05,2022,36,1,56983517,210853,17882443,356,25884
"Midwest Region",2020-01-19,2019,30,1,68969794,1,1,1,1
"Midwest Region",2020-01-26,2019,31,1,68969794,1,2,0,1
"Midwest Region",2020-02-02,2019,32,1,68969794,1,2,0,0
"Midwest Region",2020-02-09,2019,33,1,68969794,1,2,0,0
"Midwest Region",2020-02-16,2019,34,1,68969794,1,2,0,0
"Midwest Region",2020-02-23,2019,35,1,68969794,1,2,0,0
"Midwest Region",2020-03-01,2019,36,1,68969794,1,10,0,8
"Midwest Region",2020-03-08,2019,37,1,68969794,4,248.5,3,238.5
"Midwest Region",2020-03-15,2019,38,1,68969794,45,2493,41,2244.5
"Midwest Region",2020-03-22,2019,39,1,68969794,338,14315,293,11822
"Midwest Region",2020-03-29,2019,40,1,68969794,1429,40533,1091,26218
"Midwest Region",2020-04-05,2019,41,1,68969794,3417,70879,1988,30346
"Midwest Region",2020-04-12,2019,42,1,68969794,5777,101955,2360,31076
"Midwest Region",2020-04-19,2019,43,1,68969794,8241,140832,2464,38877
"Midwest Region",2020-04-26,2019,44,1,68969794,10875,187696,2634,46864
"Midwest Region",2020-05-03,2019,45,1,68969794,13221.25,235410,2346.25,47714
"Midwest Region",2020-05-10,2019,46,1,68969794,15318,278092.5,2096.75,42682.5
"Midwest Region",2020-05-17,2019,47,1,68969794,17232,320659,1914,42566.5
"Midwest Region",2020-05-24,2019,48,1,68969794,18773,356585,1541,35926
"Midwest Region",2020-05-31,2019,49,1,68969794,20172,385664,1399,29079
"Midwest Region",2020-06-07,2019,50,1,68969794,21244,407301,1072,21637
"Midwest Region",2020-06-14,2019,51,1,68969794,22155,429913,911,22612
"Midwest Region",2020-06-21,2019,52,1,68969794,22820,458625,665,28712
"Midwest Region",2020-06-28,2020,1,1,68969794,23348.1666666667,493277,528.166666666667,34652
"Midwest Region",2020-07-05,2020,2,1,68969794,24139.3333333333,537573,791.166666666667,44296
"Midwest Region",2020-07-12,2020,3,1,68969794,24681,588586,541.666666666667,51013
"Midwest Region",2020-07-19,2020,4,1,68969794,25314.5,647107,633.5,58521
"Midwest Region",2020-07-26,2020,5,1,68969794,25995,708872,680.5,61765
"Midwest Region",2020-08-02,2020,6,1,68969794,26698,766731,703,57859
"Midwest Region",2020-08-09,2020,7,1,68969794,27363,827423,665,60692
"Midwest Region",2020-08-16,2020,8,1,68969794,28143,886460,780,59037
"Midwest Region",2020-08-23,2020,9,1,68969794,28885,955269,742,68809
"Midwest Region",2020-08-30,2020,10,1,68969794,29712,1030785,827,75516
"Midwest Region",2020-09-06,2020,11,1,68969794,30493.75,1094833,781.75,64048
"Midwest Region",2020-09-13,2020,12,1,68969794,31256,1170686,762.25,75853
"Midwest Region",2020-09-20,2020,13,1,68969794,32212.5,1255278,956.5,84592
"Midwest Region",2020-09-27,2020,14,1,68969794,33229,1345925,1016.5,90647
"Midwest Region",2020-10-04,2020,15,1,68969794,34498,1451702,1269,105777
